content_id,title,category,subcategory,tags,format,mood,depth_level,duration_minutes,cost_band,time_of_day_fit,location_scope,is_local_content,freshness_band,publish_date,popularity_score,recency_score,content_quality_score,text_features
C0171,A Smarter Student Money Routine for the Month Without Feeling Miserable,Finance,Side Income,savings|discounts|deals|budget,Podcast,Focused,Moderate,30,Free,Weekend,Online,0,Evergreen,2026-01-26,58,79,75,A Smarter Student Money Routine for the Month Without Feeling Miserable Finance Side Income savings discounts deals budget Podcast Focused Moderate
C0172,Student Snacks That Feel Better Than Instant Noodles on a Budget,Food,Quick Recipes,food|student food|cheap eats|cafes,Short Video,Curious,Moderate,2,Low,Evening,London,1,Evergreen,2025-12-31,54,66,66,Student Snacks That Feel Better Than Instant Noodles on a Budget Food Quick Recipes food student food cheap eats cafes Short Video Curious Moderate
C0173,Student Routine Ideas That Don’t Collapse After Two Days Without Overdoing It,Lifestyle,Self-Improvement,lifestyle|student life|room setup|fashion,Article,Curious,Moderate,8,Medium,Late Night,Online,0,New,2025-09-13,53,11,64,Student Routine Ideas That Don’t Collapse After Two Days Without Overdoing It Lifestyle Self-Improvement lifestyle student life room setup fashion Article Curious Moderate
C0174,A Smarter Student Money Routine for the Month for Tight Budgets,Finance,Budgeting,discounts|deals|cheap|student money,Article,Calm,Light,10,Medium,Evening,Online,0,Recent,2025-10-16,65,28,69,A Smarter Student Money Routine for the Month for Tight Budgets Finance Budgeting discounts deals cheap student money Article Calm Light
C0175,Cheap Meals You Can Make in Under 20 Minutes This Week,Food,Budget Meals,student food|meal prep|cheap eats|food,Short Video,Curious,Light,7,Free,Late Night,Online,0,Recent,2026-02-10,69,86,60,Cheap Meals You Can Make in Under 20 Minutes This Week Food Budget Meals student food meal prep cheap eats food Short Video Curious Light
C0176,How to Plan a Cheap One-Day Reset Trip from Hatfield,Travel,Cheap Travel,cheap trips|hidden gems|city guide|weekend,Article,Relaxed,Light,5,Low,Late Night,Online,0,Recent,2025-09-26,70,18,87,How to Plan a Cheap One-Day Reset Trip from Hatfield Travel Cheap Travel cheap trips hidden gems city guide weekend Article Relaxed Light
C0177,Low-Cost Weekend Plans for Students for Social Weekends,Events,Campus Events,local|workshops|things to do|social,Guide,Curious,Deep,33,Medium,Afternoon,St Albans,1,Evergreen,2025-09-30,29,20,82,Low-Cost Weekend Plans for Students for Social Weekends Events Campus Events local workshops things to do social Guide Curious Deep
C0178,Calm Systems for Managing Academic Pressure Without a Huge Routine,Wellness,Sleep,mental health|routine|balance|mindfulness,Article,Relaxed,Moderate,7,Medium,Weekend,Hatfield,1,Evergreen,2025-11-10,87,40,64,Calm Systems for Managing Academic Pressure Without a Huge Routine Wellness Sleep mental health routine balance mindfulness Article Relaxed Moderate
C0179,Low-Equipment Fitness Routines That Still Feel Effective for Beginners,Fitness,Beginner Fitness,walking|workout|gym|stretching,Short Video,Motivated,Light,7,Low,Evening,Hatfield,1,Evergreen,2026-02-10,95,86,82,Low-Equipment Fitness Routines That Still Feel Effective for Beginners Fitness Beginner Fitness walking workout gym stretching Short Video Motivated Light
C0180,Five Focus Rituals for Low-Energy Days for Better Consistency,Productivity,Planning,planning|time blocking|productivity|focus,Article,Calm,Moderate,11,Low,Morning,Online,0,Evergreen,2026-01-21,52,76,77,Five Focus Rituals for Low-Energy Days for Better Consistency Productivity Planning planning time blocking productivity focus Article Calm Moderate
C0181,Quick Comfort Meals for Cold Evenings for Shared Kitchens,Food,Cafe Guides,meal prep|student food|budget meals|cheap eats,Carousel,Relaxed,Light,7,Medium,Late Night,Remote,0,Recent,2026-02-09,75,86,78,Quick Comfort Meals for Cold Evenings for Shared Kitchens Food Cafe Guides meal prep student food budget meals cheap eats Carousel Relaxed Light
C0182,Mindfulness Practices That Don’t Feel Performative Without a Huge Routine,Wellness,Sleep,wellness|mindfulness|mental health|stress,Guide,Relaxed,Light,31,Low,Late Night,Remote,0,Recent,2026-01-23,74,77,67,Mindfulness Practices That Don’t Feel Performative Without a Huge Routine Wellness Sleep wellness mindfulness mental health stress Guide Relaxed Light
C0183,Places That Feel Like a Break Without Going Far for Weekend Plans,Travel,Weekend Trips,explore|cheap trips|city guide|hidden gems,Short Video,Excited,Deep,7,Free,Weekend,London,1,Evergreen,2025-09-29,68,19,62,Places That Feel Like a Break Without Going Far for Weekend Plans Travel Weekend Trips explore cheap trips city guide hidden gems Short Video Excited Deep
C0184,How to Build a Small Emergency Buffer While Studying for Everyday Spending,Finance,Savings,discounts|cheap|deals|finance,Carousel,Focused,Light,5,Free,Evening,Hatfield,1,Recent,2026-02-10,62,86,68,How to Build a Small Emergency Buffer While Studying for Everyday Spending Finance Savings discounts cheap deals finance Carousel Focused Light
C0185,Local Events That Feel Social Without Being Too Much Near Campus,Events,Social Activities,social|campus|things to do|weekend,Guide,Excited,Light,15,Medium,Afternoon,Online,0,Recent,2026-02-15,51,89,91,Local Events That Feel Social Without Being Too Much Near Campus Events Social Activities social campus things to do weekend Guide Excited Light
C0186,Beginner Workouts for Tight Student Schedules for Better Energy,Fitness,Home Workouts,walking|stretching|beginner|student fitness,Article,Energetic,Moderate,7,High,Late Night,Remote,0,New,2026-03-07,84,99,84,Beginner Workouts for Tight Student Schedules for Better Energy Fitness Home Workouts walking stretching beginner student fitness Article Energetic Moderate
C0187,Useful Apps That Actually Save Students Time That Students Keep Reusing,Tech,AI Tools,student tools|tools|gadgets|ai tools,Article,Focused,Deep,10,Medium,Afternoon,Online,0,Recent,2025-12-04,45,52,74,Useful Apps That Actually Save Students Time That Students Keep Reusing Tech AI Tools student tools tools gadgets ai tools Article Focused Deep
C0188,Questions to Ask at Networking Events That Lead Somewhere That Recruiters Notice,Career,CVs,interview|cv|jobs|career,Guide,Motivated,Moderate,24,High,Weekend,Hatfield,1,Recent,2025-12-28,86,64,79,Questions to Ask at Networking Events That Lead Somewhere That Recruiters Notice Career CVs interview cv jobs career Guide Motivated Moderate
C0189,Beginner Workouts for Tight Student Schedules for Beginners,Fitness,Beginner Fitness,beginner|gym|workout|stretching,Article,Focused,Light,4,Low,Morning,Online,0,Evergreen,2025-12-08,99,54,82,Beginner Workouts for Tight Student Schedules for Beginners Fitness Beginner Fitness beginner gym workout stretching Article Focused Light
C0190,Playlists That Help You Focus Without Feeling Flat for Better Evenings,Music,Lo-fi,indie|party|music|mood,Article,Relaxed,Moderate,10,Free,Late Night,Online,0,Evergreen,2026-01-09,68,70,74,Playlists That Help You Focus Without Feeling Flat for Better Evenings Music Lo-fi indie party music mood Article Relaxed Moderate
C0191,How to Plan a Cheap One-Day Reset Trip Without Overspending,Travel,Weekend Trips,travel|weekend|cheap trips|explore,Short Video,Excited,Moderate,3,Free,Morning,Hatfield,1,Evergreen,2026-02-12,67,87,76,How to Plan a Cheap One-Day Reset Trip Without Overspending Travel Weekend Trips travel weekend cheap trips explore Short Video Excited Moderate
C0192,How to Plan a Cheap One-Day Reset Trip Without Overspending,Travel,Hidden Spots,explore|weekend|cheap trips|city guide,Video,Relaxed,Moderate,40,Low,Weekend,Online,0,Evergreen,2025-10-08,77,24,88,How to Plan a Cheap One-Day Reset Trip Without Overspending Travel Hidden Spots explore weekend cheap trips city guide Video Relaxed Moderate
C0193,Ways to Cut Everyday Costs Without Feeling Restricted for Everyday Spending,Finance,Savings,student money|finance|discounts|cheap,Carousel,Calm,Moderate,5,Low,Afternoon,Remote,0,Recent,2026-02-25,50,94,63,Ways to Cut Everyday Costs Without Feeling Restricted for Everyday Spending Finance Savings student money finance discounts cheap Carousel Calm Moderate
C0194,How to Organize a Semester Without Overcomplicating It for Hybrid Routines,Productivity,Apps,discipline|habits|productivity|focus,Article,Focused,Light,6,Medium,Late Night,Remote,0,Evergreen,2026-01-11,31,71,83,How to Organize a Semester Without Overcomplicating It for Hybrid Routines Productivity Apps discipline habits productivity focus Article Focused Light
C0195,How to Plan a Cheap One-Day Reset Trip Near London,Travel,Day Trips,cheap trips|student travel|weekend|explore,Article,Excited,Moderate,6,Low,Morning,London,1,Evergreen,2026-02-19,45,91,54,How to Plan a Cheap One-Day Reset Trip Near London Travel Day Trips cheap trips student travel weekend explore Article Excited Moderate
C0196,Budget-Friendly Food Spots Worth Trying This Week on a Budget,Food,Cafe Guides,budget meals|quick meals|cheap eats|meal prep,Short Video,Energetic,Deep,8,High,Afternoon,Online,0,Recent,2026-01-13,71,72,98,Budget-Friendly Food Spots Worth Trying This Week on a Budget Food Cafe Guides budget meals quick meals cheap eats meal prep Short Video Energetic Deep
C0197,Weekend Watch Picks That Actually Match the Mood When You Need a Reset,Entertainment,Anime,fun|movies|anime|entertainment,Carousel,Curious,Light,2,Low,Afternoon,Online,0,Evergreen,2025-11-05,64,38,87,Weekend Watch Picks That Actually Match the Mood When You Need a Reset Entertainment Anime fun movies anime entertainment Carousel Curious Light
C0198,Comfort Films for a Slow Evening That Are Easy to Get Into,Entertainment,Series,shows|fun|anime|entertainment,Video,Curious,Light,29,Medium,Weekend,Online,0,New,2025-10-04,66,22,76,Comfort Films for a Slow Evening That Are Easy to Get Into Entertainment Series shows fun anime entertainment Video Curious Light
C0199,Discount Habits That Actually Save You Money Without Feeling Miserable,Finance,Savings,savings|discounts|finance|deals,Podcast,Focused,Light,20,Low,Afternoon,Online,0,Evergreen,2025-12-31,81,66,74,Discount Habits That Actually Save You Money Without Feeling Miserable Finance Savings savings discounts finance deals Podcast Focused Light
C0200,How to Organize a Semester Without Overcomplicating It Without Overplanning,Productivity,Routines,focus|workflow|habits|productivity,Short Video,Focused,Moderate,2,Medium,Weekend,Remote,0,Evergreen,2026-02-10,69,86,81,How to Organize a Semester Without Overcomplicating It Without Overplanning Productivity Routines focus workflow habits productivity Short Video Focused Moderate
C0201,Underrated Series to Start When You Need a Reset When You Need a Reset,Entertainment,Movies,gaming|anime|weekend watch|entertainment,Article,Curious,Light,12,Medium,Afternoon,Online,0,Recent,2026-01-15,52,73,88,Underrated Series to Start When You Need a Reset When You Need a Reset Entertainment Movies gaming anime weekend watch entertainment Article Curious Light
C0202,Cheap Meals You Can Make in Under 20 Minutes on a Budget,Food,Takeaway Picks,cafes|meal prep|student food|food,Article,Curious,Light,12,Free,Morning,St Albans,1,Recent,2025-11-17,61,44,69,Cheap Meals You Can Make in Under 20 Minutes on a Budget Food Takeaway Picks cafes meal prep student food food Article Curious Light
C0203,AI Tools Worth Testing for Everyday Student Life for Better Focus,Tech,Gadgets,tech|gadgets|student tools|tools,Guide,Curious,Light,19,Low,Weekend,Online,0,Recent,2025-11-16,74,43,68,AI Tools Worth Testing for Everyday Student Life for Better Focus Tech Gadgets tech gadgets student tools tools Guide Curious Light
C0204,Questions to Ask at Networking Events That Lead Somewhere for Graduate Roles,Career,CVs,interview|cv|networking|linkedin,Article,Motivated,Deep,9,Medium,Evening,Hatfield,1,Evergreen,2026-03-05,65,98,77,Questions to Ask at Networking Events That Lead Somewhere for Graduate Roles Career CVs interview cv networking linkedin Article Motivated Deep
C0205,A Realistic LinkedIn Routine for Students Without Sounding Robotic,Career,Interviews,linkedin|interview|networking|cv,Podcast,Curious,Moderate,24,Medium,Morning,Online,0,Recent,2025-12-13,84,57,83,A Realistic LinkedIn Routine for Students Without Sounding Robotic Career Interviews linkedin interview networking cv Podcast Curious Moderate
C0206,Cheap Essentials That Still Feel Good Quality Before Prices Jump,Deals,Subscriptions,value|discount|student offers|cheap,Carousel,Relaxed,Light,5,Low,Weekend,Hatfield,1,Recent,2025-11-23,64,47,86,Cheap Essentials That Still Feel Good Quality Before Prices Jump Deals Subscriptions value discount student offers cheap Carousel Relaxed Light
C0207,Small Reset Habits for Stress-Heavy Weeks for Better Balance,Wellness,Mindfulness,routine|mindfulness|mental health|sleep,Guide,Calm,Moderate,15,Medium,Late Night,Online,0,Recent,2025-09-12,90,11,84,Small Reset Habits for Stress-Heavy Weeks for Better Balance Wellness Mindfulness routine mindfulness mental health sleep Guide Calm Moderate
C0208,Beginner Workouts for Tight Student Schedules Without a Gym Membership,Fitness,Walking,workout|gym|stretching|walking,Short Video,Energetic,Moderate,5,Low,Evening,Online,0,Recent,2025-09-19,65,14,63,Beginner Workouts for Tight Student Schedules Without a Gym Membership Fitness Walking workout gym stretching walking Short Video Energetic Moderate
C0209,Student Deals Worth Using This Month This Week,Deals,Bundles,shopping|discount|value|cheap,Article,Relaxed,Moderate,7,Medium,Morning,Online,0,Recent,2025-11-14,45,42,74,Student Deals Worth Using This Month This Week Deals Bundles shopping discount value cheap Article Relaxed Moderate
C0210,Time-Blocking Without Burning Out When Motivation Drops,Productivity,Habits,discipline|time blocking|productivity|workflow,Podcast,Calm,Moderate,20,Low,Evening,Remote,0,Recent,2026-02-28,54,95,75,Time-Blocking Without Burning Out When Motivation Drops Productivity Habits discipline time blocking productivity workflow Podcast Calm Moderate
C0211,Budgeting on a Student Schedule for Everyday Spending,Finance,Budgeting,savings|budget|deals|finance,Podcast,Curious,Moderate,11,Free,Weekend,Online,0,Evergreen,2025-09-09,66,9,83,Budgeting on a Student Schedule for Everyday Spending Finance Budgeting savings budget deals finance Podcast Curious Moderate
C0212,Student Routine Ideas That Don’t Collapse After Two Days That Actually Last,Lifestyle,Self-Improvement,daily life|fashion|room setup|routine,Podcast,Relaxed,Moderate,28,Free,Morning,Online,0,New,2026-01-10,63,71,83,Student Routine Ideas That Don’t Collapse After Two Days That Actually Last Lifestyle Self-Improvement daily life fashion room setup routine Podcast Relaxed Moderate
C0213,How to Recover After an Overloaded Week Without a Huge Routine,Wellness,Stress Relief,mental health|balance|mindfulness|wellness,Short Video,Relaxed,Light,3,Medium,Late Night,Online,0,Evergreen,2026-01-14,66,73,56,How to Recover After an Overloaded Week Without a Huge Routine Wellness Stress Relief mental health balance mindfulness wellness Short Video Relaxed Light
C0214,Room Setup Changes That Make Studying Easier Without Overdoing It,Lifestyle,Fashion,fashion|routine|lifestyle|room setup,Article,Curious,Deep,10,Low,Late Night,Hatfield,1,New,2026-01-15,48,73,76,Room Setup Changes That Make Studying Easier Without Overdoing It Lifestyle Fashion fashion routine lifestyle room setup Article Curious Deep
C0215,Low-Equipment Fitness Routines That Still Feel Effective Without a Gym Membership,Fitness,Gym Guides,beginner|stretching|gym|workout,Guide,Energetic,Moderate,15,High,Weekend,Online,0,New,2025-10-03,43,21,84,Low-Equipment Fitness Routines That Still Feel Effective Without a Gym Membership Fitness Gym Guides beginner stretching gym workout Guide Energetic Moderate
C0216,Budget-Friendly Food Spots Worth Trying This Week for Rainy Evenings,Food,Budget Meals,meal prep|quick meals|budget meals|cafes,Article,Curious,Deep,8,Medium,Morning,Hatfield,1,New,2025-12-22,92,61,91,Budget-Friendly Food Spots Worth Trying This Week for Rainy Evenings Food Budget Meals meal prep quick meals budget meals cafes Article Curious Deep
C0217,Lifestyle Upgrades That Feel Small but Useful for Cleaner Daily Systems,Lifestyle,Fashion,lifestyle|room setup|student life|habits,Article,Relaxed,Light,7,Medium,Weekend,Online,0,New,2025-10-15,61,27,94,Lifestyle Upgrades That Feel Small but Useful for Cleaner Daily Systems Lifestyle Fashion lifestyle room setup student life habits Article Relaxed Light
C0218,Apps That Make Student Life Less Chaotic Without Paying Too Much,Tech,Digital Skills,apps|tools|gadgets|digital,Short Video,Motivated,Light,6,Free,Evening,Online,0,Recent,2026-01-01,67,66,74,Apps That Make Student Life Less Chaotic Without Paying Too Much Tech Digital Skills apps tools gadgets digital Short Video Motivated Light
C0219,Interesting Workshops and Meetups to Check Out for Social Weekends,Events,Workshops,events|things to do|social|weekend,Guide,Curious,Moderate,19,Medium,Morning,London,1,Evergreen,2026-02-27,53,95,74,Interesting Workshops and Meetups to Check Out for Social Weekends Events Workshops events things to do social weekend Guide Curious Moderate
C0220,Low-Equipment Fitness Routines That Still Feel Effective on Restless Days,Fitness,Walking,walking|fitness|gym|stretching,Short Video,Energetic,Light,1,Medium,Weekend,Hatfield,1,New,2025-09-16,58,13,79,Low-Equipment Fitness Routines That Still Feel Effective on Restless Days Fitness Walking walking fitness gym stretching Short Video Energetic Light
C0221,Late-Night Tracks for Quiet Study Sessions That Feel Fresh,Music,Lo-fi,lofi|party|focus music|playlist,Article,Calm,Moderate,6,Free,Afternoon,Hatfield,1,Evergreen,2025-09-29,67,19,78,Late-Night Tracks for Quiet Study Sessions That Feel Fresh Music Lo-fi lofi party focus music playlist Article Calm Moderate
C0222,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Exam Prep,notes|exam prep|students|focus,Short Video,Calm,Moderate,6,Medium,Morning,Online,0,New,2025-12-14,72,57,91,7 Revision Habits That Actually Stick for Mid-Semester Pressure Study Exam Prep notes exam prep students focus Short Video Calm Moderate
C0223,Interesting Workshops and Meetups to Check Out Near Campus,Events,Social Activities,workshops|weekend|campus|things to do,Carousel,Curious,Light,2,High,Weekend,St Albans,1,Recent,2025-12-16,82,58,61,Interesting Workshops and Meetups to Check Out Near Campus Events Social Activities workshops weekend campus things to do Carousel Curious Light
C0224,Affordable City Plans for a Spontaneous Saturday for Weekend Plans,Travel,City Guides,explore|student travel|travel|cheap trips,Carousel,Excited,Light,6,Low,Late Night,Online,0,Evergreen,2026-01-01,19,66,88,Affordable City Plans for a Spontaneous Saturday for Weekend Plans Travel City Guides explore student travel travel cheap trips Carousel Excited Light
C0225,Weekend Watch Picks That Actually Match the Mood This Weekend,Entertainment,Weekend Picks,shows|entertainment|fun|weekend watch,Short Video,Relaxed,Moderate,7,Free,Evening,Online,0,Recent,2026-03-06,40,98,75,Weekend Watch Picks That Actually Match the Mood This Weekend Entertainment Weekend Picks shows entertainment fun weekend watch Short Video Relaxed Moderate
C0226,Student Snacks That Feel Better Than Instant Noodles on a Budget,Food,Quick Recipes,cheap eats|cafes|quick meals|meal prep,Article,Curious,Deep,6,Free,Morning,Remote,0,Recent,2025-12-08,43,54,58,Student Snacks That Feel Better Than Instant Noodles on a Budget Food Quick Recipes cheap eats cafes quick meals meal prep Article Curious Deep
C0227,Mood Mixes for Productive Mornings for Quiet Mornings,Music,Party Playlists,music|playlist|mood|indie,Carousel,Relaxed,Light,8,Medium,Late Night,Hatfield,1,Recent,2026-01-26,74,79,86,Mood Mixes for Productive Mornings for Quiet Mornings Music Party Playlists music playlist mood indie Carousel Relaxed Light
C0228,Affordable City Plans for a Spontaneous Saturday for Students,Travel,Day Trips,hidden gems|city guide|cheap trips|explore,Guide,Relaxed,Deep,20,Free,Weekend,Online,0,Recent,2026-01-03,54,67,49,Affordable City Plans for a Spontaneous Saturday for Students Travel Day Trips hidden gems city guide cheap trips explore Guide Relaxed Deep
C0229,How to Plan a Cheap One-Day Reset Trip from Hatfield,Travel,Weekend Trips,student travel|cheap trips|city guide|explore,Guide,Excited,Light,27,Low,Evening,Hatfield,1,New,2026-01-19,55,75,82,How to Plan a Cheap One-Day Reset Trip from Hatfield Travel Weekend Trips student travel cheap trips city guide explore Guide Excited Light
C0230,Planning Systems That Work Across Study and Life for Better Consistency,Productivity,Apps,productivity|habits|time blocking|planning,Short Video,Focused,Moderate,4,Medium,Evening,Online,0,New,2026-03-10,38,100,80,Planning Systems That Work Across Study and Life for Better Consistency Productivity Apps productivity habits time blocking planning Short Video Focused Moderate
C0231,Low-Cost Weekend Plans for Students You’ll Actually Want to Attend,Events,Local Events,weekend|things to do|workshops|events,Short Video,Social,Light,3,Free,Afternoon,Online,0,Recent,2026-02-06,64,84,84,Low-Cost Weekend Plans for Students You’ll Actually Want to Attend Events Local Events weekend things to do workshops events Short Video Social Light
C0232,Lifestyle Upgrades That Feel Small but Useful Without Overdoing It,Lifestyle,Daily Routines,fashion|daily life|room setup|student life,Guide,Curious,Deep,22,High,Evening,Online,0,Evergreen,2025-10-05,67,22,67,Lifestyle Upgrades That Feel Small but Useful Without Overdoing It Lifestyle Daily Routines fashion daily life room setup student life Guide Curious Deep
C0233,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Note Taking,flashcards|focus|notes|deep work,Short Video,Motivated,Moderate,7,Free,Late Night,London,1,New,2025-11-02,86,36,76,7 Revision Habits That Actually Stick for Mid-Semester Pressure Study Note Taking flashcards focus notes deep work Short Video Motivated Moderate
C0234,Late-Night Tracks for Quiet Study Sessions for Better Evenings,Music,Indie Finds,focus music|party|playlist|indie,Short Video,Calm,Light,3,Medium,Afternoon,London,1,Evergreen,2025-10-09,64,24,67,Late-Night Tracks for Quiet Study Sessions for Better Evenings Music Indie Finds focus music party playlist indie Short Video Calm Light
C0235,Places That Feel Like a Break Without Going Far from Hatfield,Travel,Cheap Travel,explore|cheap trips|travel|city guide,Article,Excited,Moderate,11,Medium,Late Night,Watford,1,New,2026-02-04,57,83,68,Places That Feel Like a Break Without Going Far from Hatfield Travel Cheap Travel explore cheap trips travel city guide Article Excited Moderate
C0236,Planning Systems That Work Across Study and Life Without Overplanning,Productivity,Apps,productivity|planning|habits|discipline,Article,Calm,Moderate,6,Medium,Weekend,Remote,0,Evergreen,2025-10-28,61,34,96,Planning Systems That Work Across Study and Life Without Overplanning Productivity Apps productivity planning habits discipline Article Calm Moderate
C0237,A Simple Weekly Reset Routine for Students for Students,Productivity,Routines,workflow|productivity|focus|habits,Podcast,Motivated,Moderate,34,Free,Evening,Online,0,Recent,2026-01-09,40,70,60,A Simple Weekly Reset Routine for Students for Students Productivity Routines workflow productivity focus habits Podcast Motivated Moderate
C0238,Places That Feel Like a Break Without Going Far Near London,Travel,Cheap Travel,cheap trips|travel|student travel|city guide,Carousel,Curious,Moderate,4,Free,Late Night,Online,0,Evergreen,2026-03-01,91,96,75,Places That Feel Like a Break Without Going Far Near London Travel Cheap Travel cheap trips travel student travel city guide Carousel Curious Moderate
C0239,Small Reset Habits for Stress-Heavy Weeks for Students,Wellness,Balance,sleep|mental health|balance|routine,Article,Motivated,Light,5,Medium,Weekend,Online,0,Recent,2026-02-20,52,91,89,Small Reset Habits for Stress-Heavy Weeks for Students Wellness Balance sleep mental health balance routine Article Motivated Light
C0240,Places That Feel Like a Break Without Going Far for Students,Travel,Hidden Spots,student travel|explore|travel|cheap trips,Carousel,Excited,Moderate,1,Medium,Morning,Online,0,Evergreen,2026-02-19,54,91,98,Places That Feel Like a Break Without Going Far for Students Travel Hidden Spots student travel explore travel cheap trips Carousel Excited Moderate
C0241,CV Tweaks That Make Student Applications Stronger That Recruiters Notice,Career,CVs,career|networking|interview|jobs,Podcast,Curious,Moderate,18,Low,Late Night,London,1,Recent,2025-11-10,77,40,72,CV Tweaks That Make Student Applications Stronger That Recruiters Notice Career CVs career networking interview jobs Podcast Curious Moderate
C0242,Energetic Tracks for a Better Start to the Day for Better Evenings,Music,Lo-fi,focus music|indie|lofi|playlist,Carousel,Energetic,Moderate,7,Free,Evening,Online,0,Evergreen,2025-09-23,99,16,71,Energetic Tracks for a Better Start to the Day for Better Evenings Music Lo-fi focus music indie lofi playlist Carousel Energetic Moderate
C0243,Cheap Meals You Can Make in Under 20 Minutes for Rainy Evenings,Food,Takeaway Picks,cheap eats|budget meals|meal prep|cafes,Short Video,Energetic,Moderate,6,Medium,Late Night,London,1,Evergreen,2026-03-01,78,96,81,Cheap Meals You Can Make in Under 20 Minutes for Rainy Evenings Food Takeaway Picks cheap eats budget meals meal prep cafes Short Video Energetic Moderate
C0244,Budget-Friendly Food Spots Worth Trying This Week This Week,Food,Quick Recipes,meal prep|budget meals|cheap eats|quick meals,Short Video,Relaxed,Moderate,5,Low,Afternoon,Online,0,Evergreen,2026-01-16,88,74,95,Budget-Friendly Food Spots Worth Trying This Week This Week Food Quick Recipes meal prep budget meals cheap eats quick meals Short Video Relaxed Moderate
C0245,Meal Prep Ideas That Survive a Busy Timetable This Week,Food,Budget Meals,budget meals|food|cheap eats|student food,Guide,Relaxed,Deep,21,Free,Weekend,Remote,0,Recent,2025-11-15,65,43,69,Meal Prep Ideas That Survive a Busy Timetable This Week Food Budget Meals budget meals food cheap eats student food Guide Relaxed Deep
C0246,Sleep Routines That Feel Realistic for Students When You Feel Drained,Wellness,Mental Health,stress|mindfulness|sleep|wellness,Podcast,Motivated,Deep,10,High,Late Night,Online,0,Recent,2025-10-28,73,34,70,Sleep Routines That Feel Realistic for Students When You Feel Drained Wellness Mental Health stress mindfulness sleep wellness Podcast Motivated Deep
C0247,A Simple Gym Plan for Absolute Beginners for Small Spaces,Fitness,Gym Guides,workout|fitness|gym|beginner,Short Video,Focused,Deep,7,Free,Weekend,Online,0,Recent,2026-01-11,99,71,79,A Simple Gym Plan for Absolute Beginners for Small Spaces Fitness Gym Guides workout fitness gym beginner Short Video Focused Deep
C0248,Meal Prep Ideas That Survive a Busy Timetable on a Budget,Food,Takeaway Picks,student food|cheap eats|meal prep|cafes,Guide,Curious,Light,17,High,Afternoon,Hatfield,1,Recent,2026-02-27,58,95,80,Meal Prep Ideas That Survive a Busy Timetable on a Budget Food Takeaway Picks student food cheap eats meal prep cafes Guide Curious Light
C0249,Energetic Tracks for a Better Start to the Day for Deep Focus,Music,Mood Mixes,playlist|music|party|focus music,Short Video,Calm,Moderate,6,Low,Evening,London,1,Evergreen,2025-12-29,40,65,67,Energetic Tracks for a Better Start to the Day for Deep Focus Music Mood Mixes playlist music party focus music Short Video Calm Moderate
C0250,Sleep Routines That Feel Realistic for Students During Deadline Season,Wellness,Mental Health,sleep|mental health|routine|balance,Short Video,Calm,Light,8,Low,Morning,Hatfield,1,Recent,2025-10-08,86,24,70,Sleep Routines That Feel Realistic for Students During Deadline Season Wellness Mental Health sleep mental health routine balance Short Video Calm Light
C0251,Stretching Routines for Long Study Days for Small Spaces,Fitness,Home Workouts,student fitness|gym|stretching|beginner,Short Video,Focused,Deep,7,High,Evening,Online,0,Evergreen,2025-12-25,46,63,83,Stretching Routines for Long Study Days for Small Spaces Fitness Home Workouts student fitness gym stretching beginner Short Video Focused Deep
C0252,Things to Do This Week Beyond the Usual Routine for Social Weekends,Events,Markets,local|campus|weekend|social,Article,Social,Light,4,Medium,Weekend,Luton,1,Evergreen,2025-09-19,86,14,85,Things to Do This Week Beyond the Usual Routine for Social Weekends Events Markets local campus weekend social Article Social Light
C0253,The Best Group Study Strategies for Busy Weeks for Mid-Semester Pressure,Study,Time Management,flashcards|deep work|students|focus,Short Video,Focused,Light,8,Free,Late Night,Online,0,Evergreen,2026-02-27,82,95,69,The Best Group Study Strategies for Busy Weeks for Mid-Semester Pressure Study Time Management flashcards deep work students focus Short Video Focused Light
C0254,Mood Mixes for Productive Mornings for Better Evenings,Music,Indie Finds,indie|focus music|playlist|lofi,Carousel,Calm,Deep,3,Low,Afternoon,Online,0,Evergreen,2025-12-12,39,56,94,Mood Mixes for Productive Mornings for Better Evenings Music Indie Finds indie focus music playlist lofi Carousel Calm Deep
C0255,CV Tweaks That Make Student Applications Stronger for Student Professionals,Career,Internships,interview|linkedin|career|jobs,Guide,Focused,Light,11,Free,Morning,London,1,Evergreen,2025-09-04,59,7,75,CV Tweaks That Make Student Applications Stronger for Student Professionals Career Internships interview linkedin career jobs Guide Focused Light
C0256,Budget-Friendly Food Spots Worth Trying This Week This Week,Food,Cafe Guides,food|cafes|cheap eats|meal prep,Short Video,Relaxed,Light,8,Low,Weekend,Remote,0,New,2025-10-10,88,25,84,Budget-Friendly Food Spots Worth Trying This Week This Week Food Cafe Guides food cafes cheap eats meal prep Short Video Relaxed Light
C0257,Quick Comfort Meals for Cold Evenings Near Campus,Food,Meal Prep,student food|cheap eats|budget meals|cafes,Carousel,Relaxed,Light,2,Low,Weekend,London,1,Evergreen,2025-10-17,73,28,98,Quick Comfort Meals for Cold Evenings Near Campus Food Meal Prep student food cheap eats budget meals cafes Carousel Relaxed Light
