interaction_id,user_id,content_id,viewed,liked,saved,shared,completed,dwell_time_percent,rating,engaged_minutes,interaction_timestamp,engagement_score,interaction_day_type,recommendation_surface,rating_filled,engagement_bucket
I006417,U0307,C0806,1,1,0,1,1,79,5.0,1.0,2025-12-16 22:43:00,14.58,Weekday,Home Feed,5.0,Very High
I006418,U0401,C0869,1,1,1,1,0,60,,15.0,2026-03-04 12:53:00,9.7,Weekday,Home Feed,0.0,Very High
I006419,U0165,C0778,1,1,0,0,1,100,,10.0,2025-11-16 08:56:00,9.0,Weekend,For You,0.0,High
I006420,U0380,C0240,1,0,0,0,0,53,,1.0,2025-12-15 22:40:00,2.06,Weekday,Home Feed,0.0,Low
I006421,U0284,C0536,1,0,0,0,0,31,4.0,1.0,2026-02-22 18:26:00,4.82,Weekend,For You,4.0,Medium
I006422,U0009,C0111,1,0,0,0,0,39,,13.3,2026-01-17 08:49:00,1.78,Weekend,Home Feed,0.0,Low
I006423,U0241,C0601,1,0,1,0,0,54,,8.1,2026-01-07 22:54:00,5.08,Weekday,For You,0.0,Medium
I006424,U0074,C0363,1,1,1,0,0,5,,1.0,2025-10-19 10:58:00,6.6,Weekend,Trending,0.0,High
I006425,U0239,C0129,1,0,0,0,1,80,,26.4,2025-09-26 11:53:00,6.1,Weekday,For You,0.0,High
I006426,U0173,C0756,1,1,0,1,1,55,3.0,2.8,2025-11-08 22:18:00,12.5,Weekend,Home Feed,3.0,Very High
I006427,U0300,C0141,1,0,0,0,0,40,,1.6,2025-09-15 15:17:00,1.8,Weekday,Because You Liked,0.0,Low
I006428,U0420,C0205,1,0,0,0,0,31,,7.4,2025-10-17 15:47:00,1.62,Weekday,Search,0.0,Low
I006429,U0355,C0475,1,0,0,0,0,34,,2.0,2026-01-14 01:24:00,1.68,Weekday,Search,0.0,Low
I006430,U0406,C0797,0,0,0,0,0,27,,4.9,2025-09-07 00:55:00,0.54,Weekend,For You,0.0,Low
I006431,U0179,C0874,1,0,1,0,1,66,5.0,3.3,2026-02-28 09:45:00,12.82,Weekend,Home Feed,5.0,Very High
I006432,U0251,C0169,1,0,0,0,0,40,,3.6,2025-10-29 22:00:00,1.8,Weekday,Category Page,0.0,Low
I006433,U0253,C0730,1,0,1,0,1,100,,3.0,2025-10-29 20:35:00,9.5,Weekday,Category Page,0.0,Very High
I006434,U0153,C0739,1,0,0,0,0,71,5.0,12.8,2025-10-31 21:51:00,6.42,Weekday,Home Feed,5.0,High
I006435,U0248,C0360,1,0,0,0,1,100,,6.0,2025-12-30 17:18:00,6.5,Weekday,Category Page,0.0,High
I006436,U0418,C0192,1,1,0,0,0,54,4.0,21.6,2025-12-27 22:14:00,7.78,Weekend,Search,4.0,High
I006437,U0412,C0174,1,0,0,0,1,95,4.0,9.5,2025-09-12 07:39:00,9.6,Weekday,Trending,4.0,Very High
I006438,U0251,C0840,0,0,0,0,0,54,,4.3,2026-02-10 01:27:00,1.08,Weekday,For You,0.0,Low
I006439,U0036,C0184,1,1,0,0,1,100,,5.0,2026-01-25 22:09:00,9.0,Weekend,Search,0.0,High
I006440,U0401,C0127,1,1,0,1,1,84,,7.6,2025-12-22 13:32:00,10.68,Weekday,Home Feed,0.0,Very High
I006441,U0221,C0776,0,0,0,0,0,72,,22.3,2025-12-29 16:10:00,1.44,Weekday,For You,0.0,Low
I006442,U0295,C0460,0,0,0,0,0,39,,1.0,2025-09-19 19:56:00,0.78,Weekday,Home Feed,0.0,Low
I006443,U0225,C0864,1,1,0,0,0,81,,5.7,2025-09-01 20:00:00,5.12,Weekday,For You,0.0,Medium
I006444,U0035,C0230,1,1,1,0,1,68,4.0,2.7,2025-12-13 01:12:00,14.56,Weekend,Because You Liked,4.0,Very High
I006445,U0044,C0477,1,0,1,0,0,50,,18.5,2026-02-12 17:56:00,5.0,Weekday,Trending,0.0,Medium
I006446,U0044,C0015,1,0,1,0,0,40,3.0,2.4,2025-11-18 16:11:00,7.2,Weekday,Search,3.0,High
I006447,U0386,C0836,1,0,0,0,0,44,3.0,4.8,2025-11-02 01:15:00,4.28,Weekend,Search,3.0,Medium
I006448,U0395,C0018,1,1,0,1,1,67,5.0,22.1,2026-02-19 12:01:00,14.34,Weekday,Because You Liked,5.0,Very High
I006449,U0309,C0193,1,0,0,0,1,84,,4.2,2026-01-20 22:44:00,6.18,Weekday,Category Page,0.0,High
I006450,U0067,C0398,1,1,1,1,1,90,,8.1,2025-12-04 16:40:00,13.8,Weekday,Category Page,0.0,Very High
I006451,U0194,C0339,1,1,0,1,1,100,,1.0,2025-09-21 07:11:00,11.0,Weekend,Home Feed,0.0,Very High
I006452,U0123,C0216,1,0,0,0,0,73,2.0,5.8,2025-11-25 13:34:00,4.06,Weekday,Trending,2.0,Medium
I006453,U0113,C0235,1,1,1,1,0,31,4.0,3.4,2025-11-03 12:40:00,12.32,Weekday,Search,4.0,Very High
I006454,U0234,C0894,1,1,0,0,0,44,4.0,2.6,2026-02-25 10:06:00,7.58,Weekday,For You,4.0,High
I006455,U0361,C0157,1,0,1,1,0,35,4.0,1.8,2026-01-16 22:38:00,9.9,Weekday,For You,4.0,Very High
I006456,U0399,C0721,1,1,0,0,0,50,,17.0,2025-10-19 01:30:00,4.5,Weekend,Because You Liked,0.0,Medium
I006457,U0162,C0036,1,1,0,0,0,52,,2.1,2025-11-20 21:30:00,4.54,Weekday,Because You Liked,0.0,Medium
I006458,U0379,C0244,1,1,1,0,0,14,3.0,1.0,2025-11-21 01:05:00,9.18,Weekday,For You,3.0,Very High
I006459,U0338,C0642,1,1,1,0,1,82,4.0,19.7,2025-11-22 21:09:00,14.84,Weekend,Because You Liked,4.0,Very High
I006460,U0438,C0553,1,1,0,0,1,42,,2.1,2025-10-13 14:26:00,7.84,Weekday,Because You Liked,0.0,High
I006461,U0252,C0048,1,1,0,0,0,47,,1.9,2026-01-30 11:11:00,4.44,Weekday,Category Page,0.0,Medium
I006462,U0373,C0568,1,1,1,0,1,58,,4.6,2025-10-31 13:41:00,11.16,Weekday,For You,0.0,Very High
I006463,U0107,C0707,1,1,1,0,1,73,,7.3,2025-11-26 09:09:00,11.46,Weekday,Trending,0.0,Very High
I006464,U0183,C0472,1,1,1,0,0,18,3.0,5.9,2025-12-06 14:11:00,9.26,Weekend,Because You Liked,3.0,Very High
I006465,U0410,C0873,1,0,0,0,0,26,,1.3,2026-02-11 07:02:00,1.52,Weekday,Category Page,0.0,Low
I006466,U0392,C0583,1,1,0,0,0,40,,5.6,2025-09-30 18:17:00,4.3,Weekday,Home Feed,0.0,Medium
I006467,U0405,C0544,1,1,1,0,0,36,,10.4,2025-12-12 19:48:00,7.22,Weekday,For You,0.0,High
I006468,U0109,C0383,1,0,0,1,0,76,4.0,25.1,2026-02-05 19:14:00,7.72,Weekday,Because You Liked,4.0,High
I006469,U0425,C0828,1,1,0,1,0,42,,3.4,2025-11-04 00:15:00,6.34,Weekday,Category Page,0.0,High
I006470,U0280,C0341,1,0,0,0,1,71,,1.4,2026-03-10 18:23:00,5.92,Weekday,Because You Liked,0.0,Medium
I006471,U0143,C0793,1,1,0,0,0,69,5.0,15.2,2025-10-29 12:19:00,8.88,Weekday,Because You Liked,5.0,High
I006472,U0332,C0555,0,0,0,0,0,59,,8.8,2025-12-21 15:45:00,1.18,Weekend,For You,0.0,Low
I006473,U0234,C0173,1,0,0,0,1,100,4.0,8.0,2025-12-01 10:36:00,9.7,Weekday,Category Page,4.0,Very High
I006474,U0414,C0614,1,1,1,0,0,68,,23.8,2026-01-07 18:00:00,7.86,Weekday,Trending,0.0,High
I006475,U0302,C0549,1,1,1,0,1,87,5.0,6.1,2025-11-08 09:08:00,15.74,Weekend,For You,5.0,Very High
I006476,U0241,C0220,1,0,0,0,1,63,,1.0,2026-03-07 20:36:00,5.76,Weekend,Search,0.0,Medium
I006477,U0401,C0868,1,1,0,0,1,75,5.0,4.5,2025-12-21 14:53:00,12.5,Weekend,Because You Liked,5.0,Very High
I006478,U0151,C0371,1,0,0,0,0,44,,2.6,2025-09-11 15:05:00,1.88,Weekday,Search,0.0,Low
I006479,U0340,C0260,1,1,0,1,1,79,,7.9,2026-01-14 18:59:00,10.58,Weekday,Home Feed,0.0,Very High
I006480,U0225,C0075,1,0,0,0,0,54,,4.9,2025-11-17 18:31:00,2.08,Weekday,For You,0.0,Low
I006481,U0193,C0252,1,0,1,0,0,24,3.0,1.0,2026-02-21 09:48:00,6.88,Weekend,Home Feed,3.0,High
I006482,U0187,C0007,1,0,0,0,0,49,,4.4,2025-11-23 20:59:00,1.98,Weekend,For You,0.0,Low
I006483,U0080,C0865,1,1,1,0,0,37,5.0,6.3,2025-09-13 11:05:00,11.24,Weekend,Home Feed,5.0,Very High
I006484,U0103,C0789,1,1,0,0,0,52,,6.8,2025-12-08 00:37:00,4.54,Weekday,Home Feed,0.0,Medium
I006485,U0157,C0026,1,1,1,0,0,53,4.0,6.4,2026-03-01 22:11:00,10.76,Weekend,Trending,4.0,Very High
I006486,U0017,C0717,1,1,0,1,1,75,4.0,21.0,2026-03-08 23:32:00,13.7,Weekend,For You,4.0,Very High
I006487,U0106,C0753,1,0,0,0,0,62,3.0,7.4,2025-09-22 12:02:00,4.64,Weekday,Because You Liked,3.0,Medium
I006488,U0062,C0167,1,1,0,1,1,77,,7.7,2026-01-28 09:40:00,10.54,Weekday,For You,0.0,Very High
I006489,U0380,C0322,1,0,0,0,0,64,,21.1,2025-10-04 00:34:00,2.28,Weekend,Search,0.0,Low
I006490,U0168,C0380,1,0,0,0,1,97,,8.7,2026-01-12 15:14:00,6.44,Weekday,For You,0.0,High
I006491,U0038,C0354,1,1,1,0,0,58,,4.1,2026-03-09 22:52:00,7.66,Weekday,For You,0.0,High
I006492,U0059,C0582,1,0,0,0,0,20,,1.2,2026-01-07 23:47:00,1.4,Weekday,Category Page,0.0,Low
I006493,U0296,C0844,1,1,0,0,1,93,,1.0,2026-02-17 13:13:00,8.86,Weekday,Category Page,0.0,High
I006494,U0291,C0761,0,0,0,0,0,81,,4.9,2025-12-08 22:44:00,1.62,Weekday,Home Feed,0.0,Low
I006495,U0245,C0159,1,0,1,0,0,81,4.0,6.5,2025-11-09 08:06:00,8.82,Weekend,For You,4.0,High
I006496,U0168,C0257,1,1,1,0,0,87,,1.7,2026-01-18 15:42:00,8.24,Weekend,Home Feed,0.0,High
I006497,U0108,C0796,1,0,1,0,0,63,,4.4,2026-01-22 13:41:00,5.26,Weekday,Home Feed,0.0,Medium
I006498,U0314,C0743,1,1,1,0,1,92,4.0,3.7,2026-03-09 19:40:00,15.04,Weekday,For You,4.0,Very High
I006499,U0389,C0327,1,1,1,0,1,81,,6.5,2026-02-11 11:53:00,11.62,Weekday,Because You Liked,0.0,Very High
I006500,U0417,C0825,1,1,1,0,0,72,3.0,15.8,2025-12-03 19:28:00,10.34,Weekday,Home Feed,3.0,Very High
I006501,U0010,C0843,1,0,0,0,0,21,,1.7,2026-01-27 01:57:00,1.42,Weekday,Category Page,0.0,Low
I006502,U0215,C0211,0,0,0,0,0,60,,6.6,2026-01-05 20:19:00,1.2,Weekday,For You,0.0,Low
I006503,U0003,C0152,1,0,0,0,0,30,4.0,2.1,2026-01-21 11:03:00,4.8,Weekday,Home Feed,4.0,Medium
I006504,U0200,C0317,1,0,0,0,0,38,,1.9,2026-03-06 00:09:00,1.76,Weekday,Because You Liked,0.0,Low
I006505,U0021,C0840,0,0,0,0,0,99,,7.9,2026-01-10 18:47:00,1.98,Weekend,Home Feed,0.0,Low
I006506,U0325,C0746,0,0,0,0,0,33,,5.0,2026-02-12 08:58:00,0.66,Weekday,Category Page,0.0,Low
I006507,U0371,C0819,1,1,0,0,0,67,,3.4,2025-12-22 11:04:00,4.84,Weekday,Category Page,0.0,Medium
I006508,U0279,C0696,1,1,1,0,1,66,3.0,17.8,2026-03-09 22:40:00,13.72,Weekday,Because You Liked,3.0,Very High
I006509,U0008,C0248,1,0,1,0,1,68,,11.6,2026-02-16 21:28:00,8.86,Weekday,Home Feed,0.0,High
I006510,U0116,C0155,1,1,1,0,0,47,3.0,1.0,2025-09-19 13:07:00,9.84,Weekday,Because You Liked,3.0,Very High
I006511,U0113,C0393,1,1,1,1,1,54,5.0,18.4,2025-09-11 17:57:00,17.08,Weekday,Because You Liked,5.0,Very High
I006512,U0305,C0730,1,1,0,0,0,57,4.0,1.7,2025-11-06 12:28:00,7.84,Weekday,For You,4.0,High
I006513,U0167,C0834,1,0,0,0,1,78,4.0,5.5,2026-01-27 22:08:00,9.26,Weekday,For You,4.0,Very High
I006514,U0108,C0537,0,0,0,0,0,59,,4.7,2025-11-06 17:00:00,1.18,Weekday,Search,0.0,Low
I006515,U0352,C0592,1,1,1,1,0,29,,1.4,2026-01-27 18:49:00,9.08,Weekday,Because You Liked,0.0,Very High
I006516,U0161,C0192,1,0,0,0,0,18,,7.2,2025-10-06 23:18:00,1.36,Weekday,Home Feed,0.0,Low
I006517,U0249,C0006,1,1,0,0,0,36,4.0,6.1,2025-12-15 23:02:00,7.42,Weekday,Category Page,4.0,High
I006518,U0439,C0781,1,1,0,0,0,60,,3.0,2025-09-10 16:48:00,4.7,Weekday,Because You Liked,0.0,Medium
I006519,U0418,C0455,1,0,0,0,0,70,4.0,15.4,2025-10-08 01:30:00,5.6,Weekday,Because You Liked,4.0,Medium
I006520,U0329,C0583,1,0,0,0,0,51,,7.1,2025-10-29 06:47:00,2.02,Weekday,Because You Liked,0.0,Low
I006521,U0054,C0450,1,0,0,0,0,25,,2.8,2026-03-01 08:39:00,1.5,Weekend,For You,0.0,Low
I006522,U0296,C0091,1,1,0,0,1,99,5.0,6.9,2026-01-23 14:40:00,12.98,Weekday,Home Feed,5.0,Very High
I006523,U0108,C0333,1,1,0,0,1,41,4.0,2.0,2025-12-09 15:55:00,11.02,Weekday,Home Feed,4.0,Very High
I006524,U0296,C0420,1,0,0,0,1,56,,1.1,2025-11-01 17:36:00,5.62,Weekend,Home Feed,0.0,Medium
I006525,U0215,C0094,1,0,0,0,0,55,,6.6,2025-10-18 21:17:00,2.1,Weekend,For You,0.0,Low
I006526,U0331,C0819,1,0,0,0,1,52,4.0,2.6,2025-12-09 09:32:00,8.74,Weekday,For You,4.0,High
I006527,U0402,C0823,1,0,1,1,1,84,,10.1,2025-09-20 23:09:00,11.18,Weekend,Because You Liked,0.0,Very High
I006528,U0222,C0147,1,0,0,0,0,37,,10.7,2026-01-30 13:25:00,1.74,Weekday,For You,0.0,Low
I006529,U0450,C0449,1,0,0,0,1,59,3.0,14.2,2025-10-22 06:14:00,8.08,Weekday,Search,3.0,High
I006530,U0058,C0736,1,0,0,1,1,59,4.0,1.2,2025-11-19 23:07:00,10.88,Weekday,For You,4.0,Very High
I006531,U0308,C0049,1,0,1,0,1,89,4.0,11.6,2025-11-22 08:06:00,12.48,Weekend,Home Feed,4.0,Very High
I006532,U0400,C0145,1,0,0,0,0,65,,20.8,2025-09-09 01:49:00,2.3,Weekday,For You,0.0,Low
I006533,U0364,C0087,1,0,0,0,1,73,,22.6,2025-11-10 22:00:00,5.96,Weekday,Category Page,0.0,Medium
I006534,U0403,C0769,1,1,1,0,1,100,4.0,3.0,2025-11-03 15:45:00,15.2,Weekday,For You,4.0,Very High
I006535,U0355,C0632,1,1,0,1,1,48,5.0,10.1,2025-12-27 23:33:00,13.96,Weekend,Search,5.0,Very High
I006536,U0181,C0399,1,0,1,0,1,80,4.0,3.2,2025-10-31 06:46:00,12.3,Weekday,For You,4.0,Very High
I006537,U0317,C0305,1,1,1,1,1,70,,1.0,2026-01-23 12:09:00,13.4,Weekday,Search,0.0,Very High
I006538,U0358,C0817,1,1,0,0,1,76,,26.6,2025-09-16 21:02:00,8.52,Weekday,Category Page,0.0,High
I006539,U0001,C0011,1,0,0,0,0,35,,11.5,2025-10-14 11:39:00,1.7,Weekday,Home Feed,0.0,Low
I006540,U0068,C0659,1,0,0,0,0,59,,20.6,2026-01-18 22:17:00,2.18,Weekend,Trending,0.0,Low
I006541,U0014,C0635,1,1,1,1,1,100,5.0,9.0,2026-02-23 20:06:00,18.0,Weekday,Trending,5.0,Very High
I006542,U0235,C0677,1,1,1,1,0,78,,2.3,2025-12-11 22:35:00,10.06,Weekday,Trending,0.0,Very High
I006543,U0408,C0005,1,1,0,0,0,55,4.0,8.8,2026-02-23 10:47:00,7.8,Weekday,Search,4.0,High
I006544,U0055,C0268,1,0,0,0,0,14,3.0,1.3,2026-02-20 22:54:00,3.68,Weekday,For You,3.0,Medium
I006545,U0109,C0664,1,0,1,0,0,5,3.0,1.2,2026-02-25 21:49:00,6.5,Weekday,Home Feed,3.0,High
I006546,U0163,C0518,1,0,1,0,0,58,4.0,4.1,2026-01-10 00:20:00,8.36,Weekend,Search,4.0,High
I006547,U0157,C0018,1,0,1,0,0,41,4.0,13.5,2025-11-03 01:44:00,8.02,Weekday,Home Feed,4.0,High
I006548,U0427,C0658,1,1,0,0,1,34,,7.8,2025-12-22 19:32:00,7.68,Weekday,Because You Liked,0.0,High
I006549,U0445,C0295,1,0,1,0,1,76,,16.0,2025-09-11 23:44:00,9.02,Weekday,Because You Liked,0.0,Very High
I006550,U0086,C0474,1,0,0,0,0,5,,1.0,2025-09-09 18:34:00,1.1,Weekday,Category Page,0.0,Low
I006551,U0422,C0813,0,0,0,0,0,46,,1.8,2025-10-11 19:01:00,0.92,Weekend,Because You Liked,0.0,Low
I006552,U0282,C0599,1,0,0,0,1,80,,12.0,2026-01-04 19:04:00,6.1,Weekend,Trending,0.0,High
I006553,U0053,C0005,1,0,0,0,1,93,,14.9,2025-12-28 19:57:00,6.36,Weekend,For You,0.0,High
I006554,U0171,C0226,0,0,0,0,0,53,,3.2,2026-02-28 01:51:00,1.06,Weekend,For You,0.0,Low
I006555,U0059,C0760,1,0,0,1,1,77,,13.9,2026-01-12 22:30:00,8.04,Weekday,Search,0.0,High
I006556,U0262,C0499,1,1,0,1,1,83,4.0,6.6,2025-11-01 19:49:00,13.86,Weekend,For You,4.0,Very High
I006557,U0318,C0082,1,1,1,1,1,69,5.0,4.1,2025-12-05 10:56:00,17.38,Weekday,Category Page,5.0,Very High
I006558,U0056,C0075,1,1,1,0,1,62,5.0,5.6,2025-10-20 22:29:00,15.24,Weekday,Because You Liked,5.0,Very High
I006559,U0072,C0360,1,0,0,0,0,33,,2.0,2025-09-15 01:14:00,1.66,Weekday,Trending,0.0,Low
I006560,U0420,C0695,1,0,1,1,0,80,,8.0,2026-02-17 16:50:00,7.6,Weekday,Because You Liked,0.0,High
I006561,U0196,C0155,0,0,0,0,0,55,,1.1,2025-11-12 00:37:00,1.1,Weekday,Home Feed,0.0,Low
I006562,U0226,C0170,1,1,0,0,1,32,,11.5,2025-12-11 19:18:00,7.64,Weekday,For You,0.0,High
I006563,U0167,C0030,1,1,1,0,1,78,4.0,21.1,2025-12-27 20:40:00,14.76,Weekend,For You,4.0,Very High
I006564,U0122,C0110,1,0,1,1,1,43,,10.3,2026-02-12 21:34:00,10.36,Weekday,Trending,0.0,Very High
I006565,U0211,C0667,1,0,0,0,1,40,5.0,8.0,2026-01-23 08:26:00,9.3,Weekday,Home Feed,5.0,Very High
I006566,U0327,C0015,1,0,1,0,0,64,5.0,3.8,2025-12-03 18:25:00,9.28,Weekday,Because You Liked,5.0,Very High
I006567,U0118,C0388,1,0,0,0,0,49,,7.8,2025-09-04 19:27:00,1.98,Weekday,For You,0.0,Low
I006568,U0058,C0029,1,0,1,0,1,65,4.0,3.9,2026-01-07 00:59:00,12.0,Weekday,Category Page,4.0,Very High
I006569,U0384,C0669,1,0,0,0,1,74,4.0,5.2,2026-01-05 22:26:00,9.18,Weekday,Because You Liked,4.0,Very High
I006570,U0331,C0802,1,1,0,0,0,33,,3.6,2025-11-04 10:12:00,4.16,Weekday,For You,0.0,Medium
I006571,U0231,C0496,1,0,0,1,1,50,,1.5,2025-10-01 06:04:00,7.5,Weekday,Trending,0.0,High
I006572,U0279,C0151,1,1,1,0,1,100,,10.0,2026-02-25 22:21:00,12.0,Weekday,For You,0.0,Very High
I006573,U0054,C0574,1,0,1,0,0,44,,11.0,2026-02-17 09:23:00,4.88,Weekday,Trending,0.0,Medium
I006574,U0100,C0056,1,1,0,0,0,47,,1.0,2025-09-05 08:59:00,4.44,Weekday,Category Page,0.0,Medium
I006575,U0370,C0092,1,1,0,0,1,80,,3.2,2025-11-03 08:44:00,8.6,Weekday,Search,0.0,High
I006576,U0239,C0262,1,0,0,0,1,81,4.0,4.1,2025-10-12 09:42:00,9.32,Weekend,Home Feed,4.0,Very High
I006577,U0022,C0186,1,1,0,0,0,79,4.0,5.5,2025-10-03 12:19:00,8.28,Weekday,For You,4.0,High
I006578,U0426,C0790,1,0,0,0,0,19,,1.5,2025-11-03 22:15:00,1.38,Weekday,For You,0.0,Low
I006579,U0418,C0430,1,0,0,0,0,42,,9.7,2026-02-04 22:28:00,1.84,Weekday,Trending,0.0,Low
I006580,U0002,C0872,1,0,1,0,0,46,,19.8,2025-10-20 12:01:00,4.92,Weekday,For You,0.0,Medium
I006581,U0423,C0746,1,0,0,0,1,100,,15.0,2025-09-02 21:14:00,6.5,Weekday,Because You Liked,0.0,High
I006582,U0391,C0157,1,0,0,0,1,98,,4.9,2025-12-31 01:17:00,6.46,Weekday,Home Feed,0.0,High
I006583,U0223,C0521,1,1,0,1,1,84,,16.8,2026-01-02 10:45:00,10.68,Weekday,Home Feed,0.0,Very High
I006584,U0376,C0545,1,1,1,0,0,42,3.0,11.8,2025-11-16 00:03:00,9.74,Weekend,For You,3.0,Very High
I006585,U0158,C0056,1,1,0,0,0,50,,1.0,2025-12-04 18:10:00,4.5,Weekday,Because You Liked,0.0,Medium
I006586,U0314,C0058,1,1,0,0,1,94,,27.3,2026-01-13 21:27:00,8.88,Weekday,Because You Liked,0.0,High
I006587,U0031,C0266,1,0,1,0,0,46,,12.4,2025-12-03 21:26:00,4.92,Weekday,Search,0.0,Medium
I006588,U0212,C0485,1,0,0,0,0,38,3.0,1.1,2025-10-20 21:26:00,4.16,Weekday,For You,3.0,Medium
I006589,U0327,C0103,1,0,0,0,1,63,,20.2,2025-11-11 22:13:00,5.76,Weekday,Home Feed,0.0,Medium
I006590,U0227,C0485,1,0,0,0,0,7,,1.0,2026-02-27 19:31:00,1.14,Weekday,Because You Liked,0.0,Low
I006591,U0143,C0792,1,0,0,0,0,30,,8.1,2026-03-05 12:32:00,1.6,Weekday,Because You Liked,0.0,Low
I006592,U0325,C0357,1,0,1,0,0,48,,2.9,2026-02-28 09:09:00,4.96,Weekend,Home Feed,0.0,Medium
I006593,U0126,C0795,1,0,0,0,0,60,,15.6,2025-12-11 13:33:00,2.2,Weekday,For You,0.0,Low
I006594,U0246,C0834,1,1,0,0,1,61,,4.3,2025-10-10 12:31:00,8.22,Weekday,Because You Liked,0.0,High
I006595,U0321,C0865,1,1,1,1,0,60,,10.2,2026-03-07 17:10:00,9.7,Weekend,Because You Liked,0.0,Very High
I006596,U0118,C0609,1,1,1,0,1,88,,25.5,2025-12-23 18:34:00,11.76,Weekday,Search,0.0,Very High
I006597,U0111,C0825,1,0,0,0,0,58,,12.8,2026-03-08 10:05:00,2.16,Weekend,Trending,0.0,Low
I006598,U0334,C0066,1,0,0,1,0,66,,1.0,2025-11-18 16:43:00,4.32,Weekday,Home Feed,0.0,Medium
I006599,U0346,C0400,1,1,1,0,1,63,,3.8,2025-11-08 06:03:00,11.26,Weekend,For You,0.0,Very High
I006600,U0362,C0677,1,1,0,0,0,55,4.0,1.7,2026-01-04 21:49:00,7.8,Weekend,Because You Liked,4.0,High
I006601,U0374,C0576,1,1,1,0,0,49,,2.5,2025-11-28 17:30:00,7.48,Weekday,Trending,0.0,High
I006602,U0314,C0555,1,1,1,0,1,84,,12.6,2025-10-05 19:28:00,11.68,Weekend,Because You Liked,0.0,Very High
I006603,U0123,C0736,1,0,0,0,1,87,4.0,1.7,2025-11-27 16:49:00,9.44,Weekday,Category Page,4.0,Very High
I006604,U0296,C0706,0,0,0,0,0,73,,13.9,2025-09-09 16:00:00,1.46,Weekday,Home Feed,0.0,Low
I006605,U0320,C0264,1,0,0,0,1,87,,4.3,2025-12-15 22:05:00,6.24,Weekday,For You,0.0,High
I006606,U0141,C0508,1,0,0,0,0,73,,1.0,2025-09-17 23:15:00,2.46,Weekday,Home Feed,0.0,Low
I006607,U0025,C0609,1,1,1,0,1,83,,24.1,2026-01-09 18:11:00,11.66,Weekday,Category Page,0.0,Very High
I006608,U0339,C0738,0,0,0,0,0,68,,1.0,2025-11-11 08:37:00,1.36,Weekday,Home Feed,0.0,Low
I006609,U0283,C0874,1,0,0,0,0,37,,1.9,2026-02-07 14:29:00,1.74,Weekend,Search,0.0,Low
I006610,U0124,C0754,1,1,0,1,0,61,,2.4,2026-02-02 01:50:00,6.72,Weekday,Category Page,0.0,High
I006611,U0440,C0308,1,0,0,0,0,69,4.0,3.4,2025-09-08 20:36:00,5.58,Weekday,Search,4.0,Medium
I006612,U0300,C0881,1,1,1,0,0,56,4.0,6.2,2025-12-05 14:43:00,10.82,Weekday,Trending,4.0,Very High
I006613,U0036,C0573,1,0,1,0,1,45,,1.0,2025-09-11 21:34:00,8.4,Weekday,Category Page,0.0,High
I006614,U0378,C0717,1,0,0,0,0,44,4.0,12.3,2025-12-07 08:46:00,5.08,Weekend,Category Page,4.0,Medium
I006615,U0272,C0021,1,1,0,0,1,65,,3.2,2026-03-05 08:44:00,8.3,Weekday,Home Feed,0.0,High
I006616,U0341,C0580,1,1,0,0,1,91,,15.5,2026-01-17 01:20:00,8.82,Weekend,Because You Liked,0.0,High
I006617,U0284,C0786,1,0,0,0,0,50,,5.0,2025-11-09 22:50:00,2.0,Weekend,Because You Liked,0.0,Low
I006618,U0219,C0030,1,1,0,0,0,34,,9.2,2026-02-17 23:08:00,4.18,Weekday,Because You Liked,0.0,Medium
I006619,U0042,C0146,0,0,0,0,0,67,,12.7,2025-11-21 14:01:00,1.34,Weekday,Category Page,0.0,Low
I006620,U0290,C0780,0,0,0,0,0,5,,1.0,2025-12-25 08:22:00,0.1,Weekday,Search,0.0,Low
I006621,U0002,C0858,1,0,0,0,1,40,3.0,8.8,2026-02-17 16:46:00,7.7,Weekday,For You,3.0,High
I006622,U0324,C0367,1,0,0,0,0,35,,2.4,2026-02-25 09:10:00,1.7,Weekday,Home Feed,0.0,Low
I006623,U0424,C0145,0,0,0,0,0,56,,17.9,2026-01-27 09:24:00,1.12,Weekday,Home Feed,0.0,Low
I006624,U0394,C0571,1,1,1,0,0,47,,3.3,2025-10-13 23:34:00,7.44,Weekday,Home Feed,0.0,High
I006625,U0448,C0656,1,0,0,0,1,86,,4.3,2025-11-18 10:20:00,6.22,Weekday,Home Feed,0.0,High
I006626,U0384,C0543,1,0,0,0,1,69,,15.2,2026-02-06 01:23:00,5.88,Weekday,For You,0.0,Medium
I006627,U0247,C0083,1,0,0,1,0,17,,3.4,2026-03-08 19:46:00,3.34,Weekend,Home Feed,0.0,Medium
I006628,U0322,C0563,1,0,1,0,1,52,,3.6,2026-01-16 10:13:00,8.54,Weekday,Home Feed,0.0,High
I006629,U0321,C0411,1,0,0,0,0,47,,15.0,2026-01-08 15:37:00,1.94,Weekday,Home Feed,0.0,Low
I006630,U0132,C0568,1,1,0,0,0,53,,4.2,2025-09-23 07:31:00,4.56,Weekday,Search,0.0,Medium
I006631,U0253,C0248,1,1,0,0,1,60,5.0,10.2,2025-09-25 19:42:00,12.2,Weekday,Because You Liked,5.0,Very High
I006632,U0443,C0446,1,1,0,0,1,100,,30.0,2025-09-29 13:55:00,9.0,Weekday,Category Page,0.0,High
I006633,U0082,C0471,1,1,0,1,0,81,,4.9,2025-11-14 23:12:00,7.12,Weekday,For You,0.0,High
