user_id,holdout_content_id,hit_at_5,hit_at_10,reciprocal_rank,top_10_recommendations
U0249,C0244,0,0,0.0,C0491|C0336|C0535|C0480|C0126|C0882|C0273|C0766|C0513|C0253
U0250,C0840,0,0,0.0,C0823|C0296|C0780|C0526|C0758|C0761|C0475|C0877|C0282|C0755
U0251,C0636,0,0,0.0,C0568|C0318|C0253|C0591|C0880|C0072|C0761|C0362|C0078|C0057
U0252,C0212,0,0,0.0,C0542|C0786|C0832|C0264|C0390|C0778|C0173|C0883|C0597|C0664
U0253,C0898,0,0,0.0,C0498|C0035|C0088|C0510|C0665|C0338|C0893|C0751|C0458|C0228
U0254,C0139,0,0,0.0,C0803|C0232|C0276|C0636|C0633|C0217|C0301|C0368|C0539|C0025
U0255,C0544,0,0,0.0,C0062|C0779|C0412|C0713|C0742|C0364|C0102|C0835|C0513|C0482
U0256,C0619,0,0,0.0,C0696|C0067|C0172|C0340|C0895|C0581|C0244|C0833|C0700|C0436
U0257,C0186,0,0,0.0,C0807|C0815|C0564|C0691|C0053|C0844|C0798|C0396|C0662|C0048
U0258,C0237,0,0,0.0,C0390|C0030|C0778|C0768|C0047|C0383|C0532|C0075|C0697|C0409
U0259,C0340,0,0,0.0,C0252|C0300|C0033|C0783|C0673|C0882|C0491|C0352|C0223|C0052
U0260,C0114,0,0,0.0,C0175|C0718|C0689|C0701|C0589|C0568|C0243|C0820|C0316|C0102
U0261,C0273,0,0,0.0,C0196|C0284|C0596|C0783|C0499|C0153|C0719|C0244|C0818|C0589
U0262,C0596,0,0,0.0,C0709|C0400|C0370|C0252|C0292|C0485|C0818|C0284|C0640|C0300
U0263,C0186,0,0,0.0,C0898|C0067|C0103|C0895|C0696|C0496|C0142|C0353|C0833|C0718
U0264,C0346,0,0,0.0,C0584|C0874|C0122|C0890|C0242|C0536|C0530|C0291|C0684|C0458
U0265,C0856,0,0,0.0,C0314|C0258|C0608|C0185|C0841|C0300|C0412|C0673|C0540|C0042
U0266,C0135,0,0,0.0,C0078|C0566|C0316|C0761|C0391|C0513|C0413|C0627|C0130|C0039
U0267,C0742,0,0,0.0,C0106|C0052|C0392|C0261|C0073|C0212|C0264|C0603|C0679|C0792
U0268,C0882,0,0,0.0,C0628|C0573|C0309|C0402|C0231|C0608|C0693|C0273|C0209|C0284
U0269,C0629,0,0,0.0,C0103|C0559|C0174|C0873|C0490|C0780|C0544|C0551|C0488|C0335
U0270,C0554,0,0,0.0,C0244|C0256|C0216|C0260|C0467|C0596|C0686|C0169|C0816|C0501
U0271,C0124,0,0,0.0,C0599|C0264|C0583|C0660|C0145|C0406|C0561|C0143|C0792|C0432
U0272,C0167,0,0,0.0,C0457|C0135|C0110|C0060|C0746|C0476|C0647|C0193|C0667|C0502
U0273,C0123,0,0,0.0,C0174|C0544|C0595|C0103|C0574|C0051|C0159|C0134|C0046|C0282
U0274,C0169,0,0,0.0,C0636|C0816|C0677|C0119|C0699|C0299|C0232|C0782|C0244|C0260
U0275,C0351,0,0,0.0,C0182|C0580|C0755|C0282|C0179|C0048|C0807|C0752|C0015|C0572
U0276,C0681,0,0,0.0,C0447|C0178|C0103|C0341|C0572|C0182|C0377|C0580|C0036|C0745
U0277,C0210,0,0,0.0,C0022|C0518|C0391|C0502|C0737|C0102|C0446|C0779|C0698|C0354
U0278,C0439,0,0,0.0,C0103|C0568|C0474|C0345|C0110|C0877|C0278|C0740|C0566|C0335
U0279,C0696,0,0,0.0,C0256|C0875|C0055|C0244|C0028|C0257|C0531|C0169|C0302|C0196
U0280,C0341,0,0,0.0,C0266|C0182|C0522|C0780|C0755|C0484|C0707|C0246|C0170|C0789
U0281,C0876,0,0,0.0,C0122|C0291|C0530|C0049|C0615|C0443|C0096|C0866|C0448|C0722
U0282,C0782,0,0,0.0,C0576|C0238|C0806|C0287|C0397|C0008|C0025|C0734|C0738|C0760
U0283,C0750,0,0,0.0,C0415|C0358|C0671|C0578|C0248|C0596|C0806|C0701|C0577|C0549
U0284,C0699,0,0,0.0,C0125|C0660|C0291|C0448|C0584|C0703|C0519|C0829|C0305|C0320
U0285,C0254,0,0,0.0,C0336|C0728|C0333|C0491|C0577|C0279|C0549|C0292|C0608|C0663
U0286,C0062,0,0,0.0,C0451|C0411|C0410|C0326|C0100|C0135|C0611|C0478|C0819|C0204
U0287,C0570,0,0,0.0,C0244|C0596|C0256|C0238|C0636|C0216|C0260|C0719|C0686|C0853
U0288,C0499,0,0,0.0,C0660|C0336|C0111|C0665|C0101|C0406|C0465|C0271|C0519|C0223
U0289,C0682,0,0,0.0,C0244|C0652|C0167|C0216|C0260|C0895|C0169|C0423|C0496|C0467
U0290,C0162,0,0,0.0,C0145|C0599|C0170|C0266|C0264|C0792|C0432|C0331|C0800|C0356
U0291,C0546,0,0,0.0,C0621|C0802|C0692|C0476|C0548|C0518|C0504|C0690|C0154|C0708
U0292,C0397,0,0,0.0,C0895|C0425|C0196|C0701|C0689|C0256|C0243|C0175|C0244|C0589
U0293,C0836,0,0,0.0,C0292|C0223|C0728|C0818|C0219|C0370|C0400|C0333|C0307|C0382
U0294,C0814,0,0,0.0,C0047|C0653|C0014|C0503|C0753|C0815|C0514|C0879|C0819|C0473
U0295,C0248,0,0,0.0,C0216|C0264|C0583|C0169|C0467|C0475|C0816|C0214|C0719|C0599
U0296,C0473,0,0,0.0,C0188|C0412|C0726|C0482|C0687|C0411|C0807|C0817|C0051|C0600
U0297,C0720,0,0,0.0,C0642|C0566|C0657|C0565|C0814|C0749|C0138|C0012|C0071|C0557
U0298,C0830,0,0,0.0,C0474|C0057|C0568|C0602|C0587|C0345|C0792|C0557|C0511|C0212
U0299,C0035,0,0,0.0,C0055|C0531|C0738|C0302|C0571|C0139|C0699|C0499|C0434|C0090
U0300,C0021,0,0,0.0,C0539|C0636|C0455|C0832|C0301|C0804|C0316|C0415|C0576|C0287
U0301,C0753,0,0,0.0,C0476|C0022|C0193|C0502|C0518|C0658|C0544|C0127|C0603|C0595
U0302,C0627,0,0,0.0,C0090|C0226|C0838|C0311|C0673|C0608|C0689|C0019|C0701|C0216
U0303,C0894,0,0,0.0,C0422|C0420|C0128|C0637|C0438|C0116|C0225|C0289|C0722|C0440
U0304,C0245,0,0,0.0,C0866|C0521|C0162|C0386|C0839|C0722|C0096|C0506|C0279|C0878
U0305,C0791,0,0,0.0,C0219|C0611|C0223|C0457|C0325|C0135|C0400|C0728|C0640|C0709
U0306,C0331,1,1,0.5,C0689|C0331|C0701|C0313|C0782|C0145|C0432|C0718|C0838|C0699
U0307,C0450,0,0,0.0,C0109|C0291|C0279|C0065|C0890|C0454|C0319|C0632|C0448|C0431
U0308,C0492,0,0,0.0,C0637|C0448|C0162|C0438|C0521|C0489|C0530|C0197|C0440|C0808
U0309,C0012,0,0,0.0,C0318|C0102|C0713|C0779|C0527|C0535|C0474|C0100|C0391|C0544
U0310,C0610,0,0,0.0,C0672|C0791|C0058|C0481|C0352|C0204|C0016|C0687|C0477|C0630
U0311,C0221,0,0,0.0,C0745|C0823|C0780|C0580|C0046|C0282|C0484|C0755|C0869|C0239
U0312,C0361,0,0,0.0,C0018|C0634|C0672|C0526|C0058|C0107|C0786|C0031|C0872|C0380
U0313,C0806,0,0,0.0,C0701|C0718|C0342|C0421|C0702|C0434|C0119|C0055|C0515|C0248
U0314,C0743,0,0,0.0,C0900|C0481|C0188|C0410|C0687|C0889|C0016|C0490|C0712|C0352
U0315,C0278,0,0,0.0,C0094|C0245|C0244|C0134|C0178|C0010|C0838|C0216|C0256|C0081
U0316,C0197,0,0,0.0,C0689|C0838|C0673|C0733|C0090|C0783|C0701|C0679|C0640|C0472
U0317,C0485,0,0,0.0,C0703|C0577|C0519|C0406|C0799|C0665|C0019|C0271|C0284|C0308
U0318,C0859,0,0,0.0,C0640|C0052|C0679|C0783|C0263|C0603|C0306|C0106|C0073|C0219
U0319,C0459,0,0,0.0,C0201|C0699|C0636|C0670|C0013|C0806|C0264|C0025|C0403|C0291
U0320,C0639,0,0,0.0,C0835|C0055|C0531|C0139|C0316|C0169|C0355|C0216|C0779|C0097
U0321,C0865,0,0,0.0,C0298|C0329|C0609|C0393|C0090|C0875|C0302|C0733|C0673|C0531
U0322,C0696,0,0,0.0,C0802|C0418|C0737|C0022|C0476|C0446|C0193|C0061|C0503|C0726
U0323,C0098,0,0,0.0,C0065|C0291|C0003|C0319|C0431|C0890|C0084|C0695|C0837|C0125
U0324,C0244,0,0,0.0,C0583|C0264|C0495|C0145|C0538|C0599|C0275|C0560|C0170|C0775
U0325,C0380,0,0,0.0,C0058|C0526|C0277|C0188|C0664|C0477|C0262|C0872|C0697|C0687
U0326,C0241,0,0,0.0,C0577|C0318|C0311|C0288|C0314|C0198|C0163|C0108|C0454|C0673
U0327,C0744,0,0,0.0,C0622|C0342|C0696|C0838|C0619|C0700|C0719|C0244|C0444|C0895
U0328,C0296,0,0,0.0,C0886|C0802|C0476|C0167|C0737|C0098|C0790|C0417|C0024|C0022
U0329,C0895,0,0,0.0,C0421|C0399|C0119|C0299|C0351|C0467|C0678|C0216|C0637|C0652
U0330,C0851,0,0,0.0,C0055|C0531|C0028|C0875|C0034|C0529|C0609|C0499|C0244|C0718
U0331,C0753,0,0,0.0,C0015|C0362|C0880|C0622|C0724|C0444|C0063|C0022|C0179|C0383
U0332,C0101,0,0,0.0,C0264|C0775|C0313|C0583|C0432|C0331|C0634|C0697|C0881|C0007
U0333,C0338,0,0,0.0,C0181|C0106|C0499|C0640|C0311|C0302|C0895|C0731|C0679|C0336
U0334,C0805,0,0,0.0,C0244|C0299|C0216|C0421|C0501|C0427|C0399|C0119|C0196|C0411
U0335,C0564,0,0,0.0,C0697|C0071|C0030|C0601|C0494|C0412|C0437|C0664|C0410|C0778
U0336,C0868,0,0,0.0,C0087|C0651|C0044|C0815|C0753|C0586|C0022|C0748|C0092|C0518
U0337,C0232,0,0,0.0,C0501|C0196|C0299|C0256|C0351|C0596|C0719|C0686|C0370|C0652
U0338,C0636,0,0,0.0,C0814|C0749|C0018|C0897|C0058|C0292|C0709|C0344|C0303|C0818
U0339,C0288,0,0,0.0,C0261|C0640|C0052|C0531|C0257|C0431|C0609|C0055|C0875|C0837
U0340,C0339,0,0,0.0,C0499|C0302|C0654|C0370|C0219|C0816|C0689|C0034|C0701|C0400
U0341,C0836,0,0,0.0,C0586|C0087|C0716|C0121|C0018|C0819|C0354|C0044|C0712|C0715
U0342,C0304,0,0,0.0,C0715|C0505|C0233|C0860|C0814|C0071|C0102|C0778|C0768|C0659
U0343,C0316,0,0,0.0,C0169|C0542|C0511|C0636|C0256|C0399|C0853|C0652|C0421|C0260
U0344,C0185,0,0,0.0,C0090|C0311|C0231|C0671|C0838|C0175|C0718|C0202|C0248|C0314
U0345,C0803,0,0,0.0,C0169|C0119|C0399|C0216|C0299|C0467|C0351|C0487|C0244|C0010
U0346,C0069,0,0,0.0,C0010|C0299|C0169|C0256|C0619|C0196|C0853|C0436|C0488|C0216
U0347,C0306,0,0,0.0,C0577|C0673|C0019|C0314|C0728|C0466|C0311|C0139|C0052|C0640
U0348,C0789,0,0,0.0,C0484|C0533|C0046|C0580|C0707|C0246|C0080|C0631|C0786|C0778
U0349,C0818,1,1,1.0,C0818|C0109|C0292|C0534|C0443|C0291|C0728|C0185|C0865|C0370
U0350,C0518,0,0,0.0,C0051|C0726|C0120|C0171|C0635|C0268|C0236|C0476|C0044|C0174
U0351,C0437,0,0,0.0,C0412|C0086|C0617|C0817|C0482|C0602|C0807|C0057|C0345|C0557
U0352,C0450,0,0,0.0,C0877|C0823|C0745|C0737|C0518|C0502|C0474|C0802|C0004|C0193
U0353,C0867,0,0,0.0,C0421|C0132|C0652|C0081|C0342|C0245|C0169|C0010|C0678|C0399
U0354,C0089,0,0,0.0,C0264|C0331|C0313|C0782|C0432|C0779|C0699|C0535|C0832|C0253
U0355,C0197,0,0,0.0,C0172|C0895|C0226|C0093|C0696|C0125|C0299|C0501|C0142|C0890
U0356,C0423,0,1,0.125,C0188|C0204|C0057|C0451|C0462|C0411|C0557|C0423|C0687|C0100
U0357,C0052,0,0,0.0,C0673|C0325|C0466|C0448|C0292|C0876|C0284|C0830|C0615|C0314
U0358,C0726,0,0,0.0,C0154|C0267|C0446|C0558|C0651|C0184|C0363|C0193|C0544|C0711
U0359,C0699,0,0,0.0,C0596|C0816|C0260|C0244|C0686|C0196|C0284|C0169|C0493|C0719
U0360,C0529,0,0,0.0,C0689|C0718|C0090|C0701|C0598|C0175|C0425|C0632|C0467|C0244
U0361,C0595,0,0,0.0,C0587|C0792|C0883|C0212|C0830|C0436|C0511|C0699|C0213|C0331
U0362,C0272,0,0,0.0,C0871|C0539|C0498|C0832|C0083|C0415|C0806|C0736|C0491|C0538
U0363,C0049,0,0,0.0,C0448|C0125|C0890|C0343|C0530|C0874|C0389|C0279|C0109|C0479
U0364,C0788,0,0,0.0,C0611|C0135|C0457|C0503|C0451|C0204|C0720|C0188|C0095|C0383
U0365,C0406,0,0,0.0,C0843|C0064|C0319|C0887|C0845|C0431|C0632|C0084|C0424|C0109
U0366,C0192,0,0,0.0,C0021|C0786|C0337|C0347|C0047|C0205|C0897|C0058|C0344|C0383
U0367,C0749,0,0,0.0,C0410|C0204|C0502|C0481|C0267|C0352|C0836|C0411|C0390|C0174
U0368,C0200,0,0,0.0,C0551|C0791|C0016|C0783|C0672|C0591|C0880|C0075|C0642|C0873
U0369,C0599,0,0,0.0,C0632|C0311|C0431|C0065|C0382|C0728|C0064|C0887|C0003|C0370
U0370,C0557,0,0,0.0,C0525|C0233|C0268|C0270|C0655|C0383|C0662|C0879|C0474|C0014
U0371,C0069,0,0,0.0,C0792|C0883|C0715|C0110|C0173|C0100|C0830|C0511|C0155|C0804
U0372,C0721,0,0,0.0,C0895|C0898|C0709|C0370|C0219|C0400|C0093|C0885|C0700|C0156
U0373,C0780,0,0,0.0,C0788|C0293|C0098|C0245|C0770|C0312|C0474|C0696|C0151|C0345
U0374,C0820,0,0,0.0,C0223|C0079|C0195|C0192|C0899|C0864|C0176|C0734|C0781|C0088
U0375,C0888,0,0,0.0,C0778|C0814|C0133|C0267|C0651|C0664|C0768|C0590|C0390|C0548
U0376,C0144,0,0,0.0,C0086|C0154|C0568|C0345|C0602|C0413|C0078|C0761|C0566|C0463
U0377,C0673,0,0,0.0,C0539|C0283|C0562|C0264|C0654|C0855|C0223|C0415|C0219|C0709
U0378,C0311,0,0,0.0,C0116|C0663|C0422|C0485|C0085|C0389|C0197|C0343|C0640|C0386
U0379,C0756,0,0,0.0,C0689|C0216|C0090|C0551|C0425|C0701|C0700|C0718|C0527|C0316
U0380,C0198,0,0,0.0,C0181|C0034|C0333|C0876|C0730|C0028|C0531|C0055|C0673|C0132
U0381,C0801,0,0,0.0,C0838|C0899|C0718|C0243|C0334|C0569|C0238|C0365|C0079|C0202
U0382,C0763,0,0,0.0,C0530|C0122|C0219|C0223|C0291|C0728|C0709|C0125|C0818|C0124
U0383,C0514,0,0,0.0,C0888|C0390|C0900|C0778|C0074|C0642|C0897|C0295|C0635|C0712
U0384,C0382,0,0,0.0,C0883|C0782|C0143|C0084|C0264|C0806|C0325|C0511|C0155|C0331
U0385,C0821,0,0,0.0,C0636|C0339|C0803|C0232|C0393|C0431|C0141|C0276|C0633|C0871
U0386,C0547,0,0,0.0,C0672|C0031|C0262|C0246|C0607|C0005|C0241|C0626|C0488|C0103
U0387,C0319,0,0,0.0,C0796|C0309|C0389|C0073|C0242|C0673|C0333|C0733|C0818|C0185
U0388,C0795,0,0,0.0,C0301|C0654|C0585|C0192|C0699|C0804|C0633|C0777|C0404|C0088
U0389,C0346,0,0,0.0,C0110|C0196|C0135|C0244|C0457|C0010|C0081|C0216|C0169|C0474
U0390,C0871,0,0,0.0,C0261|C0052|C0709|C0073|C0576|C0806|C0106|C0025|C0007|C0008
U0391,C0162,0,0,0.0,C0196|C0256|C0216|C0493|C0501|C0299|C0421|C0399|C0701|C0169
U0392,C0383,0,0,0.0,C0692|C0658|C0154|C0863|C0478|C0461|C0463|C0123|C0517|C0044
U0393,C0007,0,0,0.0,C0116|C0422|C0122|C0291|C0845|C0420|C0225|C0359|C0772|C0366
U0394,C0132,0,0,0.0,C0256|C0399|C0421|C0169|C0196|C0244|C0112|C0153|C0119|C0264
U0395,C0396,0,0,0.0,C0390|C0672|C0778|C0344|C0897|C0505|C0071|C0481|C0888|C0031
U0396,C0354,0,0,0.0,C0244|C0501|C0895|C0216|C0493|C0260|C0816|C0256|C0169|C0496
U0397,C0739,0,0,0.0,C0425|C0243|C0090|C0689|C0589|C0838|C0216|C0226|C0365|C0895
U0398,C0476,0,0,0.0,C0900|C0194|C0442|C0374|C0705|C0621|C0662|C0809|C0418|C0129
U0399,C0552,0,0,0.0,C0231|C0671|C0300|C0728|C0608|C0284|C0064|C0258|C0540|C0577
U0400,C0678,0,0,0.0,C0030|C0282|C0502|C0071|C0022|C0697|C0127|C0024|C0580|C0446
U0401,C0793,0,0,0.0,C0896|C0005|C0607|C0707|C0900|C0547|C0044|C0210|C0061|C0815
U0402,C0864,0,0,0.0,C0102|C0835|C0742|C0713|C0779|C0318|C0474|C0513|C0674|C0062
U0403,C0298,0,0,0.0,C0351|C0421|C0427|C0493|C0196|C0399|C0244|C0677|C0795|C0467
U0404,C0712,0,0,0.0,C0475|C0207|C0413|C0474|C0239|C0057|C0566|C0869|C0103|C0078
U0405,C0071,0,0,0.0,C0672|C0778|C0768|C0814|C0409|C0634|C0664|C0786|C0715|C0031
U0406,C0041,0,0,0.0,C0244|C0216|C0256|C0686|C0260|C0596|C0719|C0299|C0169|C0853
U0407,C0390,0,0,0.0,C0835|C0216|C0351|C0090|C0248|C0318|C0119|C0677|C0245|C0081
U0408,C0005,0,0,0.0,C0611|C0110|C0012|C0130|C0835|C0135|C0462|C0566|C0457|C0312
U0409,C0306,0,0,0.0,C0185|C0796|C0309|C0818|C0292|C0876|C0679|C0491|C0549|C0073
U0410,C0301,0,0,0.0,C0863|C0167|C0790|C0188|C0347|C0840|C0423|C0097|C0130|C0641
U0411,C0024,0,0,0.0,C0744|C0435|C0134|C0312|C0056|C0726|C0525|C0717|C0178|C0692
U0412,C0586,0,0,0.0,C0159|C0107|C0758|C0634|C0672|C0544|C0031|C0277|C0555|C0058
U0413,C0773,0,0,0.0,C0502|C0726|C0476|C0127|C0051|C0193|C0024|C0022|C0544|C0199
U0414,C0738,0,0,0.0,C0103|C0182|C0745|C0488|C0484|C0580|C0483|C0361|C0823|C0581
U0415,C0274,0,0,0.0,C0577|C0314|C0248|C0619|C0169|C0358|C0245|C0311|C0673|C0081
U0416,C0805,0,0,0.0,C0283|C0862|C0491|C0311|C0336|C0728|C0543|C0273|C0284|C0549
U0417,C0640,0,0,0.0,C0694|C0025|C0226|C0238|C0029|C0696|C0898|C0781|C0287|C0216
U0418,C0276,0,0,0.0,C0677|C0119|C0816|C0196|C0271|C0351|C0308|C0406|C0244|C0101
U0419,C0175,0,0,0.0,C0216|C0169|C0196|C0244|C0260|C0719|C0467|C0119|C0596|C0010
U0420,C0387,0,0,0.0,C0405|C0491|C0530|C0109|C0336|C0808|C0693|C0673|C0536|C0876
U0421,C0530,0,0,0.0,C0792|C0293|C0245|C0315|C0404|C0770|C0342|C0348|C0578|C0244
U0422,C0091,0,0,0.0,C0277|C0814|C0241|C0505|C0481|C0860|C0749|C0664|C0071|C0532
U0423,C0136,0,0,0.0,C0117|C0267|C0737|C0022|C0024|C0127|C0564|C0807|C0518|C0476
U0424,C0526,0,0,0.0,C0261|C0052|C0106|C0679|C0783|C0287|C0806|C0694|C0025|C0008
U0425,C0668,1,1,0.25,C0866|C0727|C0722|C0668|C0162|C0085|C0438|C0279|C0249|C0839
U0426,C0771,0,0,0.0,C0293|C0358|C0216|C0151|C0702|C0093|C0342|C0034|C0425|C0596
U0427,C0635,0,0,0.0,C0743|C0312|C0058|C0626|C0233|C0423|C0740|C0791|C0474|C0744
U0428,C0818,0,0,0.0,C0840|C0900|C0075|C0268|C0044|C0418|C0664|C0768|C0559|C0478
U0429,C0532,0,0,0.0,C0268|C0672|C0863|C0031|C0230|C0241|C0758|C0478|C0188|C0879
U0430,C0875,0,0,0.0,C0248|C0898|C0487|C0539|C0792|C0620|C0340|C0169|C0353|C0260
U0431,C0092,0,0,0.0,C0687|C0062|C0481|C0352|C0451|C0713|C0742|C0391|C0364|C0835
U0432,C0436,0,0,0.0,C0216|C0677|C0260|C0596|C0244|C0196|C0351|C0686|C0119|C0421
U0433,C0767,0,0,0.0,C0292|C0223|C0333|C0728|C0876|C0309|C0679|C0640|C0219|C0261
U0434,C0428,0,0,0.0,C0422|C0128|C0890|C0521|C0668|C0234|C0162|C0772|C0537|C0637
U0435,C0335,0,0,0.0,C0896|C0005|C0607|C0707|C0699|C0547|C0036|C0436|C0593|C0488
U0436,C0217,0,0,0.0,C0715|C0860|C0409|C0382|C0219|C0076|C0223|C0697|C0071|C0749
U0437,C0261,0,0,0.0,C0612|C0238|C0864|C0569|C0851|C0781|C0760|C0738|C0240|C0088
U0438,C0865,0,0,0.0,C0119|C0169|C0299|C0216|C0652|C0314|C0351|C0678|C0719|C0686
U0439,C0410,0,0,0.0,C0344|C0058|C0674|C0626|C0741|C0513|C0779|C0713|C0742|C0888
U0440,C0501,0,0,0.0,C0139|C0838|C0287|C0782|C0013|C0694|C0299|C0421|C0090|C0531
U0441,C0633,0,0,0.0,C0454|C0506|C0721|C0244|C0196|C0546|C0216|C0299|C0582|C0351
U0442,C0223,0,0,0.0,C0692|C0133|C0267|C0363|C0726|C0463|C0651|C0773|C0051|C0548
U0443,C0399,0,0,0.0,C0692|C0658|C0463|C0558|C0174|C0051|C0006|C0435|C0091|C0184
U0444,C0062,0,0,0.0,C0635|C0780|C0436|C0572|C0061|C0103|C0376|C0488|C0442|C0182
U0445,C0814,0,0,0.0,C0683|C0037|C0182|C0349|C0167|C0417|C0607|C0130|C0616|C0755
U0446,C0254,0,0,0.0,C0337|C0021|C0635|C0383|C0180|C0043|C0237|C0548|C0092|C0726
U0447,C0381,0,0,0.0,C0135|C0039|C0611|C0367|C0746|C0713|C0061|C0394|C0863|C0326
U0448,C0176,0,0,0.0,C0216|C0853|C0260|C0719|C0467|C0677|C0244|C0493|C0169|C0299
U0449,C0711,0,0,0.0,C0502|C0518|C0006|C0022|C0051|C0363|C0023|C0193|C0463|C0439
U0450,C0247,0,0,0.0,C0284|C0185|C0314|C0796|C0843|C0065|C0420|C0422|C0128|C0309
