content_id,title,category,format,mood,content_similarity_score,normalized_popularity_score,profile_match_score,final_score,recommendation_reason,user_id
C0697,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Long Video,Curious,0.617416549784583,0.7050141804655048,0.5,0.6158326474978969,favorite category,U0044
C0692,How to Build a Small Emergency Buffer While Studying for Everyday Spending,Finance,Podcast,Focused,0.42593366904766117,0.8929858735831404,0.7,0.5975099863719988,favorite category; preferred mood,U0044
C0532,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Long Video,Focused,0.5495287994694218,0.5912201140815955,0.7,0.5900458682285808,favorite category; preferred mood,U0044
C0184,How to Build a Small Emergency Buffer While Studying for Everyday Spending,Finance,Carousel,Focused,0.4925680001969083,0.6511615224286053,0.7,0.5737027807154509,favorite category; preferred mood,U0044
C0347,A Realistic LinkedIn Routine for Students Without Sounding Robotic,Career,Checklist,Focused,0.36342987048103653,0.6599223890669816,1.0,0.5648670260313156,favorite category; preferred format; preferred mood,U0044
C0505,How to Follow Up After an Interview Without Sounding Generic That Recruiters Notice,Career,Podcast,Focused,0.41507725577267707,0.6453644793010299,0.7,0.5296336105002298,favorite category; preferred mood,U0044
C0191,How to Plan a Cheap One-Day Reset Trip Without Overspending,Travel,Short Video,Excited,0.5735069359860819,0.6106424460566522,0.3,0.5280894263065081,preferred format,U0044
C0363,How to Build a Small Emergency Buffer While Studying That Scale Well,Finance,Article,Curious,0.4381435279673388,0.7403408132276025,0.5,0.526064143688937,favorite category,U0044
C0511,Student Routine Ideas That Don’t Collapse After Two Days Without Overdoing It,Lifestyle,Guide,Motivated,0.760455602423723,0.6480850345874811,0.8,0.7402718399799181,favorite category; preferred format,U0045
C0405,Low-Cost Weekend Plans for Students Without Big Spending,Events,Short Video,Excited,0.6731894911899595,0.6881234919028069,0.8,0.7022850931301795,favorite category; preferred format,U0045
C0792,Student Routine Ideas That Don’t Collapse After Two Days for Student Life,Lifestyle,Guide,Motivated,0.5999311418153765,0.7969218844390575,0.8,0.6891925991082216,favorite category; preferred format,U0045
C0336,Low-Cost Weekend Plans for Students Without Big Spending,Events,Guide,Curious,0.5364666015018871,0.7668297621056182,1.0,0.6867640713524424,favorite category; preferred format; preferred mood,U0045
C0491,Low-Cost Weekend Plans for Students Without Big Spending,Events,Carousel,Social,0.5937789143925014,0.8098821861264918,0.7,0.6690489494474988,favorite category; preferred mood,U0045
C0177,Low-Cost Weekend Plans for Students for Social Weekends,Events,Guide,Curious,0.6395752745985873,0.4471606188045083,1.0,0.6635565557303502,favorite category; preferred format; preferred mood,U0045
C0516,Low-Cost Weekend Plans for Students for Social Weekends,Events,Guide,Social,0.5431693636434762,0.5704890988508333,1.0,0.6413654247166203,favorite category; preferred format; preferred mood,U0045
C0587,Student Routine Ideas That Don’t Collapse After Two Days for Student Life,Lifestyle,Article,Motivated,0.6692441524757526,0.6728168450502829,0.5,0.6362884951242347,favorite category,U0045
C0671,Low-Cost Weekend Plans for Students You’ll Actually Want to Attend,Events,Short Video,Curious,0.5282777136031335,0.5489844965599985,1.0,0.6277988666217231,favorite category; preferred format; preferred mood,U0045
C0273,Low-Cost Weekend Plans for Students Without Big Spending,Events,Article,Excited,0.6516981395787678,0.6721477044785632,0.5,0.626470902887963,favorite category,U0045
C0443,Underrated Series to Start When You Need a Reset When You Need a Reset,Entertainment,Video,Curious,0.46387668477051125,0.5616639878758816,1.0,0.5955481735927516,favorite category; preferred format; preferred mood,U0046
C0530,Fun Recommendations for a No-Pressure Weekend When You Need a Reset,Entertainment,Carousel,Relaxed,0.48402090973470685,0.6524754888176517,0.7,0.5693303725585017,favorite category; preferred mood,U0046
C0201,Underrated Series to Start When You Need a Reset When You Need a Reset,Entertainment,Article,Curious,0.5129306934650806,0.51543514880785,0.7,0.5509706686077569,favorite category; preferred mood,U0046
C0632,Short Entertainment Picks for Study Breaks This Weekend,Entertainment,Video,Relaxed,0.29325009710505423,0.681164039017928,1.0,0.5315785631622618,favorite category; preferred format; preferred mood,U0046
C0291,Fun Recommendations for a No-Pressure Weekend When You Need a Reset,Entertainment,Short Video,Excited,0.42199278915807226,0.738498959563579,0.5,0.5167207739278346,favorite category,U0046
C0422,Weekend Watch Picks That Actually Match the Mood This Weekend,Entertainment,Video,Relaxed,0.26328677643166587,0.6361579106644064,1.0,0.5038472047035178,favorite category; preferred format; preferred mood,U0046
C0125,Fun Recommendations for a No-Pressure Weekend After Long Study Days,Entertainment,Short Video,Curious,0.34390763843724653,0.6822284889435218,0.7,0.4997063233763661,favorite category; preferred mood,U0046
C0725,Underrated Series to Start When You Need a Reset for Low-Effort Evenings,Entertainment,Carousel,Relaxed,0.390846069435237,0.5311022671258481,0.7,0.4877409049708423,favorite category; preferred mood,U0046
C0289,Weekend Watch Picks That Actually Match the Mood for Low-Effort Evenings,Entertainment,Video,Curious,0.24594535058961634,0.5998202299517422,1.0,0.48522500031222454,favorite category; preferred format; preferred mood,U0046
C0615,Fun Recommendations for a No-Pressure Weekend This Weekend,Entertainment,Article,Curious,0.33078488313611043,0.6262114991657762,0.7,0.47848456051630484,favorite category; preferred mood,U0046
C0228,Affordable City Plans for a Spontaneous Saturday for Students,Travel,Guide,Relaxed,0.7114111241584582,0.5216054590105543,0.8,0.6816774830397906,favorite category; preferred format,U0047
C0191,How to Plan a Cheap One-Day Reset Trip Without Overspending,Travel,Short Video,Excited,0.5339048751784015,0.6106424460566522,1.0,0.6463082928622839,favorite category; preferred format; preferred mood,U0047
C0338,Affordable City Plans for a Spontaneous Saturday Near London,Travel,Short Video,Relaxed,0.44800699298732105,0.655130007686107,0.8,0.5701863480645534,favorite category; preferred format,U0047
C0856,How to Plan a Cheap One-Day Reset Trip Near London,Travel,Guide,Curious,0.4538358510484964,0.6375279263242233,0.8,0.5689916996577289,favorite category; preferred format,U0047
C0458,How to Plan a Cheap One-Day Reset Trip Near London,Travel,Short Video,Relaxed,0.49104629453363713,0.540982829215146,0.8,0.565321169297287,favorite category; preferred format,U0047
C0585,How to Plan a Cheap One-Day Reset Trip Without Overspending,Travel,Guide,Excited,0.35905553983316385,0.6707999692297151,1.0,0.5651805392156689,favorite category; preferred format; preferred mood,U0047
C0797,How to Plan a Cheap One-Day Reset Trip Near London,Travel,Guide,Excited,0.46881711192167513,0.4242431059370489,1.0,0.5639101880411836,favorite category; preferred format; preferred mood,U0047
C0298,Places That Feel Like a Break Without Going Far Near London,Travel,Video,Relaxed,0.42588271594757604,0.6759012428997245,0.8,0.563210804496098,favorite category; preferred format,U0047
C0108,Comfort Films for a Slow Evening That Are Easy to Get Into,Entertainment,Article,Curious,0.5710037882811307,0.5742384192865042,0.5,0.557611688376248,favorite category,U0047
C0660,Hidden Day Trips Near Campus Worth the Train Fare for Students,Travel,Guide,Curious,0.39468705528745934,0.6918299629620703,0.8,0.5500353711486203,favorite category; preferred format,U0047
C0502,Ways to Cut Everyday Costs Without Feeling Restricted Without Feeling Miserable,Finance,Article,Calm,0.5920038760490556,0.8388815241523186,1.0,0.7353225128650602,favorite category; preferred format; preferred mood,U0048
C0802,Ways to Cut Everyday Costs Without Feeling Restricted This Semester,Finance,Podcast,Calm,0.6708559004669545,0.620956201688444,0.7,0.664209795678936,favorite category; preferred mood,U0048
C0886,Ways to Cut Everyday Costs Without Feeling Restricted for Tight Budgets,Finance,Podcast,Focused,0.6833404875491587,0.49169525523498864,0.7,0.6387610819607844,favorite category; preferred mood,U0048
C0863,Planning Systems That Work Across Study and Life for Better Consistency,Productivity,Guide,Focused,0.42524414560323137,0.7973934724331214,1.0,0.6332326481900576,favorite category; preferred format; preferred mood,U0048
C0268,Planning Systems That Work Across Study and Life for Better Consistency,Productivity,Article,Focused,0.48624521161969886,0.6505657806044393,1.0,0.6300763115419443,favorite category; preferred format; preferred mood,U0048
C0127,Ways to Cut Everyday Costs Without Feeling Restricted Without Feeling Miserable,Finance,Article,Calm,0.47157670083185066,0.6663454411050158,1.0,0.6259535457337718,favorite category; preferred format; preferred mood,U0048
C0794,A Realistic LinkedIn Routine for Students Without Sounding Robotic,Career,Long Video,Focused,0.6101191971631786,0.5685204850738451,0.7,0.6176956797082096,favorite category; preferred mood,U0048
C0267,Ways to Cut Everyday Costs Without Feeling Restricted Without Feeling Miserable,Finance,Article,Curious,0.44761420170991195,0.8178308497911283,0.8,0.6106455233882337,favorite category; preferred format,U0048
C0347,A Realistic LinkedIn Routine for Students Without Sounding Robotic,Career,Checklist,Focused,0.5551589017778602,0.6599223890669816,0.7,0.6103179932445685,favorite category; preferred mood,U0048
C0476,Ways to Cut Everyday Costs Without Feeling Restricted for Everyday Spending,Finance,Podcast,Focused,0.5492536905330051,0.6609422042254842,0.7,0.6073250808495239,favorite category; preferred mood,U0048
C0370,Interesting Workshops and Meetups to Check Out for Social Weekends,Events,Carousel,Social,0.6877842080545132,0.8054461557414149,0.7,0.7196428533653361,favorite category; preferred mood,U0049
C0058,Internship Search Habits That Compound Over Time for Graduate Roles,Career,Guide,Motivated,0.43265978950435624,0.9075683979647111,0.8,0.6248549837185737,favorite category; preferred format,U0049
C0400,Interesting Workshops and Meetups to Check Out for Social Weekends,Events,Article,Social,0.4593488595801297,0.6841103799936262,1.0,0.6236694677674779,favorite category; preferred format; preferred mood,U0049
C0219,Interesting Workshops and Meetups to Check Out for Social Weekends,Events,Guide,Curious,0.4177159545354822,0.7589669015348112,1.0,0.619485500378218,favorite category; preferred format; preferred mood,U0049
C0715,How to Follow Up After an Interview Without Sounding Generic That Recruiters Notice,Career,Article,Curious,0.3724509348545855,0.8157711414806067,1.0,0.6087907995401738,favorite category; preferred format; preferred mood,U0049
C0631,Internship Search Habits That Compound Over Time for Internship Season,Career,Guide,Curious,0.47521201229436755,0.5884967440560489,1.0,0.6084907927759144,favorite category; preferred format; preferred mood,U0049
C0382,Interesting Workshops and Meetups to Check Out for Social Weekends,Events,Carousel,Curious,0.6264387453960143,0.472473292787111,0.7,0.6026596331645856,favorite category; preferred mood,U0049
C0679,Campus Events Worth Leaving Your Room For Near Campus,Events,Article,Curious,0.3597078347686475,0.8041873292818619,1.0,0.5988861414432216,favorite category; preferred format; preferred mood,U0049
C0758,CV Tweaks That Make Student Applications Stronger That Recruiters Notice,Career,Guide,Curious,0.368685183767717,0.7381887032975273,1.0,0.5873240268966262,favorite category; preferred format; preferred mood,U0049
C0314,Local Events That Feel Social Without Being Too Much You’ll Actually Want to Attend,Events,Article,Excited,0.3587424007082653,0.8318446826967157,0.8,0.5652694910637249,favorite category; preferred format,U0049
C0312,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Guide,Focused,0.6099628527392914,0.6235541683069944,0.8,0.6513681110833589,favorite category; preferred format,U0050
C0444,Walking Habits That Boost Energy Without a Full Workout Without a Gym Membership,Fitness,Guide,Energetic,0.706757042475477,0.3926888251504415,0.8,0.6468885796491228,favorite category; preferred format,U0050
C0182,Mindfulness Practices That Don’t Feel Performative Without a Huge Routine,Wellness,Guide,Relaxed,0.4999849764233777,0.6773736545965329,1.0,0.644335150681991,favorite category; preferred format; preferred mood,U0050
C0270,7 Revision Habits That Actually Stick for Group Sessions,Study,Article,Calm,0.5090238362370897,0.6546340261541881,1.0,0.6436216164689463,favorite category; preferred format; preferred mood,U0050
C0282,Mindfulness Practices That Don’t Feel Performative During Deadline Season,Wellness,Guide,Calm,0.49648592541743475,0.681410869279943,1.0,0.6434199762995749,favorite category; preferred format; preferred mood,U0050
C0572,Mindfulness Practices That Don’t Feel Performative for Better Balance,Wellness,Article,Motivated,0.5860511649627336,0.6292034568734417,0.8,0.6396290049478639,favorite category; preferred format,U0050
C0823,Mindfulness Practices That Don’t Feel Performative Without a Huge Routine,Wellness,Article,Calm,0.43812480856472286,0.7610145661098926,1.0,0.6312222862380708,favorite category; preferred format; preferred mood,U0050
C0616,Mindfulness Practices That Don’t Feel Performative Without a Huge Routine,Wellness,Podcast,Calm,0.48135796641901296,0.6278183507810637,1.0,0.6217014692257231,favorite category; preferred format; preferred mood,U0050
C0880,Walking Habits That Boost Energy Without a Full Workout on Restless Days,Fitness,Guide,Motivated,0.5590428115261706,0.6124568493389145,0.8,0.6205877586741225,favorite category; preferred format,U0050
C0525,7 Revision Habits That Actually Stick for Group Sessions,Study,Article,Calm,0.3277613755601681,0.9609782617144543,1.0,0.6205133219867061,favorite category; preferred format; preferred mood,U0050
C0314,Local Events That Feel Social Without Being Too Much You’ll Actually Want to Attend,Events,Article,Excited,0.6536252809894871,0.8318446826967157,0.8,0.7274550752183969,favorite category; preferred format,U0051
C0231,Low-Cost Weekend Plans for Students You’ll Actually Want to Attend,Events,Short Video,Social,0.5403854880431805,0.7831393060007873,1.0,0.6929968449239461,favorite category; preferred format; preferred mood,U0051
C0102,The Best Group Study Strategies for Busy Weeks for Busy Weeks,Study,Article,Focused,0.614662960280425,0.7624711770991507,0.8,0.6886824224290214,favorite category; preferred format,U0051
C0549,Local Events That Feel Social Without Being Too Much You’ll Actually Want to Attend,Events,Carousel,Curious,0.6563979470009196,0.6551337570065425,0.8,0.6848023101021415,favorite category; preferred format,U0051
C0577,Local Events That Feel Social Without Being Too Much You’ll Actually Want to Attend,Events,Carousel,Curious,0.6376023268894593,0.6019818907822957,0.8,0.6611767524847766,favorite category; preferred format,U0051
C0135,How to Build Better Lecture Notes Without Overwriting Everything for Group Sessions,Study,Guide,Motivated,0.5679894607889742,0.7679129896836633,0.7,0.6443724508548516,favorite category; preferred mood,U0051
C0491,Low-Cost Weekend Plans for Students Without Big Spending,Events,Carousel,Social,0.4177718990193527,0.8098821861264918,1.0,0.632245090992267,favorite category; preferred format; preferred mood,U0051
C0882,Low-Cost Weekend Plans for Students This Month,Events,Carousel,Social,0.4165501722928435,0.7790877903380011,1.0,0.6238745423455643,favorite category; preferred format; preferred mood,U0051
C0333,Local Events That Feel Social Without Being Too Much This Month,Events,Carousel,Excited,0.43952410048848967,0.869908995661203,0.8,0.6192155041839702,favorite category; preferred format,U0051
C0673,Local Events That Feel Social Without Being Too Much This Month,Events,Carousel,Excited,0.3950095424223572,0.9593292465740585,0.8,0.6170875599758111,favorite category; preferred format,U0051
C0098,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Guide,Focused,0.5910611072710487,0.7398658993057509,1.0,0.7100500838255146,favorite category; preferred format; preferred mood,U0052
C0683,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Checklist,Focused,0.6791447111750347,0.69261359422083,0.7,0.6866829897014767,favorite category; preferred mood,U0052
C0097,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Short Video,Motivated,0.6419878989309818,0.602543061797322,0.8,0.6637291098613706,favorite category; preferred format,U0052
C0732,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Guide,Calm,0.5747261616632557,0.4998713983090564,1.0,0.6410672384920548,favorite category; preferred format; preferred mood,U0052
C0744,7 Revision Habits That Actually Stick Before Exam Season,Study,Guide,Focused,0.5107756660539342,0.6323103937411344,1.0,0.6390042147649475,favorite category; preferred format; preferred mood,U0052
C0130,Flashcard Systems Students Actually Keep Using for Group Sessions,Study,Checklist,Calm,0.501465707175889,0.8807603621843542,0.7,0.6359962294928275,favorite category; preferred mood,U0052
C0423,Flashcard Systems Students Actually Keep Using for Mid-Semester Pressure,Study,Article,Motivated,0.5486747720465776,0.6905135540957394,0.8,0.6343995131495526,favorite category; preferred format,U0052
C0592,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Article,Motivated,0.611306877001526,0.5173062382443182,0.8,0.6255453419119189,favorite category; preferred format,U0052
C0165,Time-Blocking Without Burning Out for Better Consistency,Productivity,Short Video,Focused,0.48658077403110755,0.6009410794293535,1.0,0.6178546955744475,favorite category; preferred format; preferred mood,U0052
C0788,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Article,Motivated,0.49450463080870277,0.7161432759543102,0.8,0.6110133659333641,favorite category; preferred format,U0052
C0264,Room Setup Changes That Make Studying Easier That Feel Worth It,Lifestyle,Short Video,Motivated,0.5027969654755547,0.9255845105347383,1.0,0.7079344586452396,favorite category; preferred format; preferred mood,U0053
C0792,Student Routine Ideas That Don’t Collapse After Two Days for Student Life,Lifestyle,Guide,Motivated,0.5149379719732803,0.7969218844390575,1.0,0.6824463556950686,favorite category; preferred format; preferred mood,U0053
C0699,Lifestyle Upgrades That Feel Small but Useful Without Overdoing It,Lifestyle,Article,Relaxed,0.5567807706237775,0.6762153391955773,1.0,0.6752832586419719,favorite category; preferred format; preferred mood,U0053
C0112,Self-Improvement Habits That Don’t Take Over Your Day Without Overdoing It,Lifestyle,Podcast,Relaxed,0.7148705633148841,0.5656849695992601,0.7,0.6746000522230012,favorite category; preferred mood,U0053
C0587,Student Routine Ideas That Don’t Collapse After Two Days for Student Life,Lifestyle,Article,Motivated,0.5307512990719306,0.6728168450502829,1.0,0.6601174257521326,favorite category; preferred format; preferred mood,U0053
C0432,Room Setup Changes That Make Studying Easier Without Overdoing It,Lifestyle,Guide,Motivated,0.577089983644999,0.5329024498924955,1.0,0.6506251034778734,favorite category; preferred format; preferred mood,U0053
C0593,Self-Improvement Habits That Don’t Take Over Your Day Without Overdoing It,Lifestyle,Short Video,Relaxed,0.4785165116618855,0.6918995931987327,1.0,0.6361589797137202,favorite category; preferred format; preferred mood,U0053
C0007,Digital Habits That Reduce Daily Friction That Feel Worth It,Lifestyle,Article,Motivated,0.5033563409461576,0.6253116622612152,1.0,0.6331739030856904,favorite category; preferred format; preferred mood,U0053
C0331,Room Setup Changes That Make Studying Easier That Actually Last,Lifestyle,Article,Motivated,0.4675741189775969,0.69617616182067,1.0,0.6312098058928459,favorite category; preferred format; preferred mood,U0053
C0511,Student Routine Ideas That Don’t Collapse After Two Days Without Overdoing It,Lifestyle,Guide,Motivated,0.48224914335400604,0.6480850345874811,1.0,0.6272582874915736,favorite category; preferred format; preferred mood,U0053
C0642,How to Follow Up After an Interview Without Sounding Generic for Graduate Roles,Career,Guide,Focused,0.6076960813380228,0.6631235588549574,1.0,0.700013734449652,favorite category; preferred format; preferred mood,U0054
C0778,How to Follow Up After an Interview Without Sounding Generic for Graduate Roles,Career,Podcast,Motivated,0.5733338980732952,0.8355850886642181,0.7,0.664229916106367,favorite category; preferred mood,U0054
C0749,How to Follow Up After an Interview Without Sounding Generic for Graduate Roles,Career,Article,Curious,0.6129802251160308,0.6011778786147643,0.8,0.6474335934675081,favorite category; preferred format,U0054
C0715,How to Follow Up After an Interview Without Sounding Generic That Recruiters Notice,Career,Article,Curious,0.5004108487516993,0.8157711414806067,0.8,0.6391687521835864,favorite category; preferred format,U0054
C0167,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Guide,Focused,0.38159333655106437,0.7826824245248405,1.0,0.6055469412342955,favorite category; preferred format; preferred mood,U0054
C0390,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Guide,Motivated,0.38844501093641515,0.7594295408957127,1.0,0.6035021412389565,favorite category; preferred format; preferred mood,U0054
C0058,Internship Search Habits That Compound Over Time for Graduate Roles,Career,Guide,Motivated,0.31545171888819185,0.9075683979647111,1.0,0.6003905448796834,favorite category; preferred format; preferred mood,U0054
C0423,Flashcard Systems Students Actually Keep Using for Mid-Semester Pressure,Study,Article,Motivated,0.3868049902762387,0.6905135540957394,1.0,0.5853711331758662,favorite category; preferred format; preferred mood,U0054
C0303,How to Follow Up After an Interview Without Sounding Generic for Student Professionals,Career,Guide,Focused,0.46266687812491164,0.5134888267018846,1.0,0.5828389896441726,favorite category; preferred format; preferred mood,U0054
C0098,Flashcard Systems Students Actually Keep Using on a Tight Timetable,Study,Guide,Focused,0.3474015859228895,0.7398658993057509,1.0,0.576037347084027,favorite category; preferred format; preferred mood,U0054
C0284,Local Events That Feel Social Without Being Too Much for Social Weekends,Events,Short Video,Excited,0.405783323303996,0.8474214048703671,1.0,0.6350361790347896,favorite category; preferred format; preferred mood,U0055
C0333,Local Events That Feel Social Without Being Too Much This Month,Events,Carousel,Excited,0.4240070362733981,0.869908995661203,0.7,0.5906811188656698,favorite category; preferred mood,U0055
C0841,Things to Do This Week Beyond the Usual Routine You’ll Actually Want to Attend,Events,Short Video,Social,0.4379146188347925,0.7383965227731045,0.8,0.5854521710524121,favorite category; preferred format,U0055
C0311,Low-Cost Weekend Plans for Students You’ll Actually Want to Attend,Events,Guide,Curious,0.4038732784583424,0.8113326756822623,0.8,0.584963472072654,favorite category; preferred format,U0055
C0673,Local Events That Feel Social Without Being Too Much This Month,Events,Carousel,Excited,0.32756174010496825,0.9593292465740585,0.7,0.5599912687012472,favorite category; preferred mood,U0055
C0185,Local Events That Feel Social Without Being Too Much Near Campus,Events,Guide,Excited,0.31703785867639883,0.7413363224467289,1.0,0.5597049028837016,favorite category; preferred format; preferred mood,U0055
C0073,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Short Video,Excited,0.34191645517949665,0.6863044534716546,1.0,0.5596301637166368,favorite category; preferred format; preferred mood,U0055
C0640,Campus Events Worth Leaving Your Room For for Social Weekends,Events,Carousel,Curious,0.41596510634233036,0.9012445065760403,0.5,0.5540919351322918,favorite category,U0055
C0292,Interesting Workshops and Meetups to Check Out This Month,Events,Carousel,Excited,0.29912252022816205,0.9946390765060931,0.7,0.5531771552520124,favorite category; preferred mood,U0055
C0573,Things to Do This Week Beyond the Usual Routine Near Campus,Events,Short Video,Excited,0.3654935681068423,0.5803104437320735,1.0,0.5460990733917817,favorite category; preferred format; preferred mood,U0055
C0635,Time-Blocking Without Burning Out for Better Consistency,Productivity,Article,Motivated,0.6698721468268036,0.697505577114148,0.7,0.6828060750332791,favorite category; preferred mood,U0056
C0418,Time-Blocking Without Burning Out for Better Consistency,Productivity,Podcast,Motivated,0.6250536388027219,0.5161477525676732,1.0,0.6728164394834154,favorite category; preferred format; preferred mood,U0056
C0074,Time-Blocking Without Burning Out for Hybrid Routines,Productivity,Podcast,Focused,0.5249257181161167,0.6427085090827288,1.0,0.6493862722345465,favorite category; preferred format; preferred mood,U0056
C0071,How to Follow Up After an Interview Without Sounding Generic Without Sounding Robotic,Career,Podcast,Motivated,0.3827929458701166,0.8314589754800491,1.0,0.6184008640985764,favorite category; preferred format; preferred mood,U0056
C0503,A Simple Weekly Reset Routine for Students Without Overplanning,Productivity,Guide,Focused,0.42392033132809986,0.6787284510564813,1.0,0.6028382949945752,favorite category; preferred format; preferred mood,U0056
C0347,A Realistic LinkedIn Routine for Students Without Sounding Robotic,Career,Checklist,Focused,0.5172688307971884,0.6599223890669816,0.7,0.5894784542051991,favorite category; preferred mood,U0056
C0794,A Realistic LinkedIn Routine for Students Without Sounding Robotic,Career,Long Video,Focused,0.5572962550407989,0.5685204850738451,0.7,0.5886430615409007,favorite category; preferred mood,U0056
C0473,Five Focus Rituals for Low-Energy Days for Better Consistency,Productivity,Guide,Focused,0.4257703303774665,0.6060343870365804,1.0,0.5856822784667517,favorite category; preferred format; preferred mood,U0056
C0058,Internship Search Habits That Compound Over Time for Graduate Roles,Career,Guide,Motivated,0.2863552888197302,0.9075683979647111,1.0,0.5843875083420293,favorite category; preferred format; preferred mood,U0056
C0863,Planning Systems That Work Across Study and Life for Better Consistency,Productivity,Guide,Focused,0.3275576693528386,0.7973934724331214,1.0,0.5795050862523417,favorite category; preferred format; preferred mood,U0056
C0103,Sleep Routines That Feel Realistic for Students Without a Huge Routine,Wellness,Guide,Motivated,0.6441769736822686,0.7968430721931651,0.7,0.693508103573539,favorite category; preferred mood,U0057
C0250,Sleep Routines That Feel Realistic for Students During Deadline Season,Wellness,Short Video,Calm,0.47532369662777524,0.6854916637268585,1.0,0.632800949076991,favorite category; preferred format; preferred mood,U0057
C0497,Calm Systems for Managing Academic Pressure Without a Huge Routine,Wellness,Short Video,Motivated,0.5020888592019991,0.5118572258778096,1.0,0.604113179030552,favorite category; preferred format; preferred mood,U0057
C0129,A Simple Weekly Reset Routine for Students for Better Consistency,Productivity,Guide,Calm,0.5775905327454025,0.5646797946443636,0.7,0.5988447416710623,favorite category; preferred mood,U0057
C0278,Sleep Routines That Feel Realistic for Students Without a Huge Routine,Wellness,Podcast,Motivated,0.5623699796107825,0.5443600847346418,0.7,0.5853935099695908,favorite category; preferred mood,U0057
C0484,How to Recover After an Overloaded Week When You Feel Drained,Wellness,Short Video,Motivated,0.33807620218600665,0.7936561498228445,1.0,0.5843559486580148,favorite category; preferred format; preferred mood,U0057
C0173,Student Routine Ideas That Don’t Collapse After Two Days Without Overdoing It,Lifestyle,Article,Curious,0.6926762537513829,0.5261073216193851,0.3,0.5724987699681068,preferred format,U0057
C0036,Sleep Routines That Feel Realistic for Students During Deadline Season,Wellness,Short Video,Relaxed,0.46097704714629023,0.6222530061163256,0.8,0.5691006274595412,favorite category; preferred format,U0057
C0213,How to Recover After an Overloaded Week Without a Huge Routine,Wellness,Short Video,Relaxed,0.4566518909465444,0.6266164257728287,0.8,0.5678126464638067,favorite category; preferred format,U0057
C0021,A Simple Weekly Reset Routine for Students for Better Consistency,Productivity,Checklist,Focused,0.6312973465130123,0.45789585253057496,0.5,0.5616875037148006,favorite category,U0057
C0806,Digital Habits That Reduce Daily Friction That Actually Last,Lifestyle,Carousel,Curious,0.5041562415303584,0.701640327690606,1.0,0.6526960147643487,favorite category; preferred format; preferred mood,U0058
C0331,Room Setup Changes That Make Studying Easier That Actually Last,Lifestyle,Article,Motivated,0.6832648749245798,0.69617616182067,0.5,0.6498397216636864,favorite category,U0058
C0214,Room Setup Changes That Make Studying Easier Without Overdoing It,Lifestyle,Article,Curious,0.5933283112474919,0.6270200482684252,0.7,0.6230855832532268,favorite category; preferred mood,U0058
C0782,Room Setup Changes That Make Studying Easier Without Overdoing It,Lifestyle,Carousel,Relaxed,0.4606699123355774,0.8167198266742725,0.8,0.6175484084531357,favorite category; preferred format,U0058
C0694,Digital Habits That Reduce Daily Friction That Feel Worth It,Lifestyle,Carousel,Curious,0.4235647751427112,0.7341638078098345,1.0,0.6165015782809498,favorite category; preferred format; preferred mood,U0058
C0336,Low-Cost Weekend Plans for Students Without Big Spending,Events,Guide,Curious,0.6593946798687845,0.7668297621056182,0.2,0.5943745144542361,preferred mood,U0058
C0491,Low-Cost Weekend Plans for Students Without Big Spending,Events,Carousel,Social,0.5799590624517353,0.8098821861264918,0.3,0.5814480308800773,preferred format,U0058
C0325,Student Routine Ideas That Don’t Collapse After Two Days Without Overdoing It,Lifestyle,Carousel,Curious,0.39854803137092387,0.6432882117039364,1.0,0.5800234701799922,favorite category; preferred format; preferred mood,U0058
C0287,Digital Habits That Reduce Daily Friction That Actually Last,Lifestyle,Article,Curious,0.48149486941535913,0.6781532210923132,0.7,0.5743604834515259,favorite category; preferred mood,U0058
C0264,Room Setup Changes That Make Studying Easier That Feel Worth It,Lifestyle,Short Video,Motivated,0.4391676364212374,0.9255845105347383,0.5,0.5729383276653651,favorite category,U0058
C0715,How to Follow Up After an Interview Without Sounding Generic That Recruiters Notice,Career,Article,Curious,0.6128236594411383,0.8157711414806067,1.0,0.7409957980627777,favorite category; preferred format; preferred mood,U0059
C0199,Discount Habits That Actually Save You Money Without Feeling Miserable,Finance,Podcast,Focused,0.40742640099249944,0.7519867793193253,1.0,0.612081215375706,favorite category; preferred format; preferred mood,U0059
C0544,A Smarter Student Money Routine for the Month for Everyday Spending,Finance,Podcast,Curious,0.3834946431323199,0.7702557036537128,1.0,0.6034859796362042,favorite category; preferred format; preferred mood,U0059
C0814,How to Follow Up After an Interview Without Sounding Generic for Graduate Roles,Career,Article,Focused,0.4078745400053194,0.7118118931852693,1.0,0.6022839702992431,favorite category; preferred format; preferred mood,U0059
