content_id,title,category,subcategory,tags,format,mood,depth_level,duration_minutes,cost_band,time_of_day_fit,location_scope,is_local_content,freshness_band,publish_date,popularity_score,recency_score,content_quality_score,description,why_it_matters,source_name,action_label,source_url,recommendation_surface,practicality_score
C0180,Five Focus Rituals for Low-Energy Days for Better Consistency,Productivity,Planning,planning|time blocking|productivity|focus,Article,Calm,Moderate,11,Low,Morning,Online,0,Evergreen,2026-01-21,52,76,77,"A moderate read for students who want lighter systems that still work. It uses planning, time blocking, productivity, focus to help you make the next hour easier to plan and finish.","Good when you have about 11 minutes, want something calm, and prefer a low option.",Focus Lab,Try the workflow,https://www.google.com/search?q=Productivity+Planning+Five+Focus+Rituals+for+Low-Energy+Days+for+Better+Consistency,Worth Your Time,0.508
C0181,Quick Comfort Meals for Cold Evenings for Shared Kitchens,Food,Cafe Guides,meal prep|student food|budget meals|cheap eats,Carousel,Relaxed,Light,7,Medium,Late Night,Remote,0,Recent,2026-02-09,75,86,78,"A light swipeable checklist for students who want easy food choices. It uses meal prep, student food, budget meals, cheap eats to help you find a realistic meal option around time and budget.","Good when you have about 7 minutes, want something relaxed, and prefer a medium option.",Quick Bite Campus,See food idea,https://www.google.com/search?q=Food+Cafe+Guides+Quick+Comfort+Meals+for+Cold+Evenings+for+Shared+Kitchens,Quick Pick,0.568
C0182,Mindfulness Practices That Don’t Feel Performative Without a Huge Routine,Wellness,Sleep,wellness|mindfulness|mental health|stress,Guide,Relaxed,Light,31,Low,Late Night,Remote,0,Recent,2026-01-23,74,77,67,"A light step-by-step guide for students managing stress, sleep, and motivation. It uses wellness, mindfulness, mental health, stress to help you reset your energy without making it a huge project.","Good when you have about 31 minutes, want something relaxed, and prefer a low option.",Student Wellbeing Studio,Start wellbeing pick,https://www.google.com/search?q=Wellness+Sleep+Mindfulness+Practices+That+Don%E2%80%99t+Feel+Performative+Without+a+Huge+Routine,Deep Dive,0.497
C0183,Places That Feel Like a Break Without Going Far for Weekend Plans,Travel,Weekend Trips,explore|cheap trips|city guide|hidden gems,Short Video,Excited,Deep,7,Free,Weekend,London,1,Evergreen,2025-09-29,68,19,62,"A deep quick watch for students looking for nearby things to do. It uses explore, cheap trips, city guide, hidden gems to help you find a low-friction break from routine.","Good when you have about 7 minutes, want something excited, and prefer a free option.",Local Weekend Finder,Plan this trip,https://www.google.com/search?q=Travel+Weekend+Trips+Places+That+Feel+Like+a+Break+Without+Going+Far+for+Weekend+Plans,Quick Pick,0.307
C0184,How to Build a Small Emergency Buffer While Studying for Everyday Spending,Finance,Savings,discounts|cheap|deals|finance,Carousel,Focused,Light,5,Free,Evening,Hatfield,1,Recent,2026-02-10,62,86,68,"A light swipeable checklist for students trying to stretch their budget. It uses discounts, cheap, deals, finance to help you make a practical money decision without heavy jargon.","Good when you have about 5 minutes, want something focused, and prefer a free option.",Student Money Desk,Read money tip,https://www.google.com/search?q=Finance+Savings+How+to+Build+a+Small+Emergency+Buffer+While+Studying+for+Everyday+Spending,Quick Pick,0.459
C0185,Local Events That Feel Social Without Being Too Much Near Campus,Events,Social Activities,social|campus|things to do|weekend,Guide,Excited,Light,15,Medium,Afternoon,Online,0,Recent,2026-02-15,51,89,91,"A light step-by-step guide for students who want social plans without endless searching. It uses social, campus, things to do, weekend to help you discover something worth showing up for.","Good when you have about 15 minutes, want something excited, and prefer a medium option.",Campus Whatson,Check event details,https://www.google.com/search?q=Events+Social+Activities+Local+Events+That+Feel+Social+Without+Being+Too+Much+Near+Campus,Worth Your Time,0.62
C0186,Beginner Workouts for Tight Student Schedules for Better Energy,Fitness,Home Workouts,walking|stretching|beginner|student fitness,Article,Energetic,Moderate,7,High,Late Night,Remote,0,New,2026-03-07,84,99,84,"A moderate read for students who want simple, doable exercise. It uses walking, stretching, beginner, student fitness to help you fit movement around a student schedule.","Good when you have about 7 minutes, want something energetic, and prefer a high option.",Small Wins Fitness,Start routine,https://www.google.com/search?q=Fitness+Home+Workouts+Beginner+Workouts+for+Tight+Student+Schedules+for+Better+Energy,Quick Pick,0.732
C0187,Useful Apps That Actually Save Students Time That Students Keep Reusing,Tech,AI Tools,student tools|tools|gadgets|ai tools,Article,Focused,Deep,10,Medium,Afternoon,Online,0,Recent,2025-12-04,45,52,74,"A deep read for students who want useful digital shortcuts. It uses student tools, tools, gadgets, ai tools to help you find a practical tool before falling into app overload.","Good when you have about 10 minutes, want something focused, and prefer a medium option.",Useful Tech Shelf,Explore tool,https://www.google.com/search?q=Tech+AI+Tools+Useful+Apps+That+Actually+Save+Students+Time+That+Students+Keep+Reusing,Quick Pick,0.287
C0188,Questions to Ask at Networking Events That Lead Somewhere That Recruiters Notice,Career,CVs,interview|cv|jobs|career,Guide,Motivated,Moderate,24,High,Weekend,Hatfield,1,Recent,2025-12-28,86,64,79,"A moderate step-by-step guide for students preparing for placements, internships, and first roles. It uses interview, cv, jobs, career to help you move one step closer to a stronger application or interview.","Good when you have about 24 minutes, want something motivated, and prefer a high option.",Graduate Launchpad,View career resource,https://www.google.com/search?q=Career+CVs+Questions+to+Ask+at+Networking+Events+That+Lead+Somewhere+That+Recruiters+Notice,Worth Your Time,0.579
C0189,Beginner Workouts for Tight Student Schedules for Beginners,Fitness,Beginner Fitness,beginner|gym|workout|stretching,Article,Focused,Light,4,Low,Morning,Online,0,Evergreen,2025-12-08,99,54,82,"A light read for students who want simple, doable exercise. It uses beginner, gym, workout, stretching to help you fit movement around a student schedule.","Good when you have about 4 minutes, want something focused, and prefer a low option.",Small Wins Fitness,Start routine,https://www.google.com/search?q=Fitness+Beginner+Fitness+Beginner+Workouts+for+Tight+Student+Schedules+for+Beginners,Quick Pick,0.732
C0190,Playlists That Help You Focus Without Feeling Flat for Better Evenings,Music,Lo-fi,indie|party|music|mood,Article,Relaxed,Moderate,10,Free,Late Night,Online,0,Evergreen,2026-01-09,68,70,74,"A moderate read for students who use music to focus, relax, or reset. It uses indie, party, music, mood to help you match the soundtrack to your current energy.","Good when you have about 10 minutes, want something relaxed, and prefer a free option.",Mood Mix Desk,Play this mix,https://www.google.com/search?q=Music+Lo-fi+Playlists+That+Help+You+Focus+Without+Feeling+Flat+for+Better+Evenings,Quick Pick,0.534
C0191,How to Plan a Cheap One-Day Reset Trip Without Overspending,Travel,Weekend Trips,travel|weekend|cheap trips|explore,Short Video,Excited,Moderate,3,Free,Morning,Hatfield,1,Evergreen,2026-02-12,67,87,76,"A moderate quick watch for students looking for nearby things to do. It uses travel, weekend, cheap trips, explore to help you find a low-friction break from routine.","Good when you have about 3 minutes, want something excited, and prefer a free option.",Local Weekend Finder,Plan this trip,https://www.google.com/search?q=Travel+Weekend+Trips+How+to+Plan+a+Cheap+One-Day+Reset+Trip+Without+Overspending,Quick Pick,0.598
C0192,How to Plan a Cheap One-Day Reset Trip Without Overspending,Travel,Hidden Spots,explore|weekend|cheap trips|city guide,Video,Relaxed,Moderate,40,Low,Weekend,Online,0,Evergreen,2025-10-08,77,24,88,"A moderate video for students looking for nearby things to do. It uses explore, weekend, cheap trips, city guide to help you find a low-friction break from routine.","Good when you have about 40 minutes, want something relaxed, and prefer a low option.",Local Weekend Finder,Plan this trip,https://www.google.com/search?q=Travel+Hidden+Spots+How+to+Plan+a+Cheap+One-Day+Reset+Trip+Without+Overspending,Deep Dive,0.7
C0193,Ways to Cut Everyday Costs Without Feeling Restricted for Everyday Spending,Finance,Savings,student money|finance|discounts|cheap,Carousel,Calm,Moderate,5,Low,Afternoon,Remote,0,Recent,2026-02-25,50,94,63,"A moderate swipeable checklist for students trying to stretch their budget. It uses student money, finance, discounts, cheap to help you make a practical money decision without heavy jargon.","Good when you have about 5 minutes, want something calm, and prefer a low option.",Student Money Desk,Read money tip,https://www.google.com/search?q=Finance+Savings+Ways+to+Cut+Everyday+Costs+Without+Feeling+Restricted+for+Everyday+Spending,Quick Pick,0.373
C0194,How to Organize a Semester Without Overcomplicating It for Hybrid Routines,Productivity,Apps,discipline|habits|productivity|focus,Article,Focused,Light,6,Medium,Late Night,Remote,0,Evergreen,2026-01-11,31,71,83,"A light read for students who want lighter systems that still work. It uses discipline, habits, productivity, focus to help you make the next hour easier to plan and finish.","Good when you have about 6 minutes, want something focused, and prefer a medium option.",Focus Lab,Try the workflow,https://www.google.com/search?q=Productivity+Apps+How+to+Organize+a+Semester+Without+Overcomplicating+It+for+Hybrid+Routines,Quick Pick,0.444
C0195,How to Plan a Cheap One-Day Reset Trip Near London,Travel,Day Trips,cheap trips|student travel|weekend|explore,Article,Excited,Moderate,6,Low,Morning,London,1,Evergreen,2026-02-19,45,91,54,"A moderate read for students looking for nearby things to do. It uses cheap trips, student travel, weekend, explore to help you find a low-friction break from routine.","Good when you have about 6 minutes, want something excited, and prefer a low option.",Local Weekend Finder,Plan this trip,https://www.google.com/search?q=Travel+Day+Trips+How+to+Plan+a+Cheap+One-Day+Reset+Trip+Near+London,Quick Pick,0.316
C0196,Budget-Friendly Food Spots Worth Trying This Week on a Budget,Food,Cafe Guides,budget meals|quick meals|cheap eats|meal prep,Short Video,Energetic,Deep,8,High,Afternoon,Online,0,Recent,2026-01-13,71,72,98,"A deep quick watch for students who want easy food choices. It uses budget meals, quick meals, cheap eats, meal prep to help you find a realistic meal option around time and budget.","Good when you have about 8 minutes, want something energetic, and prefer a high option.",Quick Bite Campus,See food idea,https://www.google.com/search?q=Food+Cafe+Guides+Budget-Friendly+Food+Spots+Worth+Trying+This+Week+on+a+Budget,Quick Pick,0.739
C0197,Weekend Watch Picks That Actually Match the Mood When You Need a Reset,Entertainment,Anime,fun|movies|anime|entertainment,Carousel,Curious,Light,2,Low,Afternoon,Online,0,Evergreen,2025-11-05,64,38,87,"A light swipeable checklist for students looking for a better study break. It uses fun, movies, anime, entertainment to help you choose a break that will not swallow the whole evening.","Good when you have about 2 minutes, want something curious, and prefer a low option.",Study Break Queue,Open recommendation,https://www.google.com/search?q=Entertainment+Anime+Weekend+Watch+Picks+That+Actually+Match+the+Mood+When+You+Need+a+Reset,Quick Pick,0.646
C0198,Comfort Films for a Slow Evening That Are Easy to Get Into,Entertainment,Series,shows|fun|anime|entertainment,Video,Curious,Light,29,Medium,Weekend,Online,0,New,2025-10-04,66,22,76,"A light video for students looking for a better study break. It uses shows, fun, anime, entertainment to help you choose a break that will not swallow the whole evening.","Good when you have about 29 minutes, want something curious, and prefer a medium option.",Study Break Queue,Open recommendation,https://www.google.com/search?q=Entertainment+Series+Comfort+Films+for+a+Slow+Evening+That+Are+Easy+to+Get+Into,Worth Your Time,0.358
C0199,Discount Habits That Actually Save You Money Without Feeling Miserable,Finance,Savings,savings|discounts|finance|deals,Podcast,Focused,Light,20,Low,Afternoon,Online,0,Evergreen,2025-12-31,81,66,74,"A light listen for students trying to stretch their budget. It uses savings, discounts, finance, deals to help you make a practical money decision without heavy jargon.","Good when you have about 20 minutes, want something focused, and prefer a low option.",Student Money Desk,Read money tip,https://www.google.com/search?q=Finance+Savings+Discount+Habits+That+Actually+Save+You+Money+Without+Feeling+Miserable,Worth Your Time,0.589
C0200,How to Organize a Semester Without Overcomplicating It Without Overplanning,Productivity,Routines,focus|workflow|habits|productivity,Short Video,Focused,Moderate,2,Medium,Weekend,Remote,0,Evergreen,2026-02-10,69,86,81,"A moderate quick watch for students who want lighter systems that still work. It uses focus, workflow, habits, productivity to help you make the next hour easier to plan and finish.","Good when you have about 2 minutes, want something focused, and prefer a medium option.",Focus Lab,Try the workflow,https://www.google.com/search?q=Productivity+Routines+How+to+Organize+a+Semester+Without+Overcomplicating+It+Without+Overplanning,Quick Pick,0.581
C0201,Underrated Series to Start When You Need a Reset When You Need a Reset,Entertainment,Movies,gaming|anime|weekend watch|entertainment,Article,Curious,Light,12,Medium,Afternoon,Online,0,Recent,2026-01-15,52,73,88,"A light read for students looking for a better study break. It uses gaming, anime, weekend watch, entertainment to help you choose a break that will not swallow the whole evening.","Good when you have about 12 minutes, want something curious, and prefer a medium option.",Study Break Queue,Open recommendation,https://www.google.com/search?q=Entertainment+Movies+Underrated+Series+to+Start+When+You+Need+a+Reset+When+You+Need+a+Reset,Worth Your Time,0.562
C0202,Cheap Meals You Can Make in Under 20 Minutes on a Budget,Food,Takeaway Picks,cafes|meal prep|student food|food,Article,Curious,Light,12,Free,Morning,St Albans,1,Recent,2025-11-17,61,44,69,"A light read for students who want easy food choices. It uses cafes, meal prep, student food, food to help you find a realistic meal option around time and budget.","Good when you have about 12 minutes, want something curious, and prefer a free option.",Quick Bite Campus,See food idea,https://www.google.com/search?q=Food+Takeaway+Picks+Cheap+Meals+You+Can+Make+in+Under+20+Minutes+on+a+Budget,Worth Your Time,0.38
C0203,AI Tools Worth Testing for Everyday Student Life for Better Focus,Tech,Gadgets,tech|gadgets|student tools|tools,Guide,Curious,Light,19,Low,Weekend,Online,0,Recent,2025-11-16,74,43,68,"A light step-by-step guide for students who want useful digital shortcuts. It uses tech, gadgets, student tools, tools to help you find a practical tool before falling into app overload.","Good when you have about 19 minutes, want something curious, and prefer a low option.",Useful Tech Shelf,Explore tool,https://www.google.com/search?q=Tech+Gadgets+AI+Tools+Worth+Testing+for+Everyday+Student+Life+for+Better+Focus,Worth Your Time,0.439
C0204,Questions to Ask at Networking Events That Lead Somewhere for Graduate Roles,Career,CVs,interview|cv|networking|linkedin,Article,Motivated,Deep,9,Medium,Evening,Hatfield,1,Evergreen,2026-03-05,65,98,77,"A deep read for students preparing for placements, internships, and first roles. It uses interview, cv, networking, linkedin to help you move one step closer to a stronger application or interview.","Good when you have about 9 minutes, want something motivated, and prefer a medium option.",Graduate Launchpad,View career resource,https://www.google.com/search?q=Career+CVs+Questions+to+Ask+at+Networking+Events+That+Lead+Somewhere+for+Graduate+Roles,Quick Pick,0.525
C0205,A Realistic LinkedIn Routine for Students Without Sounding Robotic,Career,Interviews,linkedin|interview|networking|cv,Podcast,Curious,Moderate,24,Medium,Morning,Online,0,Recent,2025-12-13,84,57,83,"A moderate listen for students preparing for placements, internships, and first roles. It uses linkedin, interview, networking, cv to help you move one step closer to a stronger application or interview.","Good when you have about 24 minutes, want something curious, and prefer a medium option.",Graduate Launchpad,View career resource,https://www.google.com/search?q=Career+Interviews+A+Realistic+LinkedIn+Routine+for+Students+Without+Sounding+Robotic,Worth Your Time,0.627
C0206,Cheap Essentials That Still Feel Good Quality Before Prices Jump,Deals,Subscriptions,value|discount|student offers|cheap,Carousel,Relaxed,Light,5,Low,Weekend,Hatfield,1,Recent,2025-11-23,64,47,86,"A light swipeable checklist for students watching price and value. It uses value, discount, student offers, cheap to help you spot a useful saving before it disappears.","Good when you have about 5 minutes, want something relaxed, and prefer a low option.",Student Deals Watch,View deal,https://www.google.com/search?q=Deals+Subscriptions+Cheap+Essentials+That+Still+Feel+Good+Quality+Before+Prices+Jump,Quick Pick,0.652
C0207,Small Reset Habits for Stress-Heavy Weeks for Better Balance,Wellness,Mindfulness,routine|mindfulness|mental health|sleep,Guide,Calm,Moderate,15,Medium,Late Night,Online,0,Recent,2025-09-12,90,11,84,"A moderate step-by-step guide for students managing stress, sleep, and motivation. It uses routine, mindfulness, mental health, sleep to help you reset your energy without making it a huge project.","Good when you have about 15 minutes, want something calm, and prefer a medium option.",Student Wellbeing Studio,Start wellbeing pick,https://www.google.com/search?q=Wellness+Mindfulness+Small+Reset+Habits+for+Stress-Heavy+Weeks+for+Better+Balance,Worth Your Time,0.563
C0208,Beginner Workouts for Tight Student Schedules Without a Gym Membership,Fitness,Walking,workout|gym|stretching|walking,Short Video,Energetic,Moderate,5,Low,Evening,Online,0,Recent,2025-09-19,65,14,63,"A moderate quick watch for students who want simple, doable exercise. It uses workout, gym, stretching, walking to help you fit movement around a student schedule.","Good when you have about 5 minutes, want something energetic, and prefer a low option.",Small Wins Fitness,Start routine,https://www.google.com/search?q=Fitness+Walking+Beginner+Workouts+for+Tight+Student+Schedules+Without+a+Gym+Membership,Quick Pick,0.285
C0209,Student Deals Worth Using This Month This Week,Deals,Bundles,shopping|discount|value|cheap,Article,Relaxed,Moderate,7,Medium,Morning,Online,0,Recent,2025-11-14,45,42,74,"A moderate read for students watching price and value. It uses shopping, discount, value, cheap to help you spot a useful saving before it disappears.","Good when you have about 7 minutes, want something relaxed, and prefer a medium option.",Student Deals Watch,View deal,https://www.google.com/search?q=Deals+Bundles+Student+Deals+Worth+Using+This+Month+This+Week,Quick Pick,0.268
C0210,Time-Blocking Without Burning Out When Motivation Drops,Productivity,Habits,discipline|time blocking|productivity|workflow,Podcast,Calm,Moderate,20,Low,Evening,Remote,0,Recent,2026-02-28,54,95,75,"A moderate listen for students who want lighter systems that still work. It uses discipline, time blocking, productivity, workflow to help you make the next hour easier to plan and finish.","Good when you have about 20 minutes, want something calm, and prefer a low option.",Focus Lab,Try the workflow,https://www.google.com/search?q=Productivity+Habits+Time-Blocking+Without+Burning+Out+When+Motivation+Drops,Worth Your Time,0.527
C0211,Budgeting on a Student Schedule for Everyday Spending,Finance,Budgeting,savings|budget|deals|finance,Podcast,Curious,Moderate,11,Free,Weekend,Online,0,Evergreen,2025-09-09,66,9,83,"A moderate listen for students trying to stretch their budget. It uses savings, budget, deals, finance to help you make a practical money decision without heavy jargon.","Good when you have about 11 minutes, want something curious, and prefer a free option.",Student Money Desk,Read money tip,https://www.google.com/search?q=Finance+Budgeting+Budgeting+on+a+Student+Schedule+for+Everyday+Spending,Worth Your Time,0.541
C0212,Student Routine Ideas That Don’t Collapse After Two Days That Actually Last,Lifestyle,Self-Improvement,daily life|fashion|room setup|routine,Podcast,Relaxed,Moderate,28,Free,Morning,Online,0,New,2026-01-10,63,71,83,"A moderate listen for students improving routines, spaces, and habits. It uses daily life, fashion, room setup, routine to help you make everyday student life feel a little more intentional.","Good when you have about 28 minutes, want something relaxed, and prefer a free option.",Student Life Edit,Read lifestyle pick,https://www.google.com/search?q=Lifestyle+Self-Improvement+Student+Routine+Ideas+That+Don%E2%80%99t+Collapse+After+Two+Days+That+Actually+Last,Worth Your Time,0.65
C0213,How to Recover After an Overloaded Week Without a Huge Routine,Wellness,Stress Relief,mental health|balance|mindfulness|wellness,Short Video,Relaxed,Light,3,Medium,Late Night,Online,0,Evergreen,2026-01-14,66,73,56,"A light quick watch for students managing stress, sleep, and motivation. It uses mental health, balance, mindfulness, wellness to help you reset your energy without making it a huge project.","Good when you have about 3 minutes, want something relaxed, and prefer a medium option.",Student Wellbeing Studio,Start wellbeing pick,https://www.google.com/search?q=Wellness+Stress+Relief+How+to+Recover+After+an+Overloaded+Week+Without+a+Huge+Routine,Quick Pick,0.281
C0214,Room Setup Changes That Make Studying Easier Without Overdoing It,Lifestyle,Fashion,fashion|routine|lifestyle|room setup,Article,Curious,Deep,10,Low,Late Night,Hatfield,1,New,2026-01-15,48,73,76,"A deep read for students improving routines, spaces, and habits. It uses fashion, routine, lifestyle, room setup to help you make everyday student life feel a little more intentional.","Good when you have about 10 minutes, want something curious, and prefer a low option.",Student Life Edit,Read lifestyle pick,https://www.google.com/search?q=Lifestyle+Fashion+Room+Setup+Changes+That+Make+Studying+Easier+Without+Overdoing+It,Quick Pick,0.472
C0215,Low-Equipment Fitness Routines That Still Feel Effective Without a Gym Membership,Fitness,Gym Guides,beginner|stretching|gym|workout,Guide,Energetic,Moderate,15,High,Weekend,Online,0,New,2025-10-03,43,21,84,"A moderate step-by-step guide for students who want simple, doable exercise. It uses beginner, stretching, gym, workout to help you fit movement around a student schedule.","Good when you have about 15 minutes, want something energetic, and prefer a high option.",Small Wins Fitness,Start routine,https://www.google.com/search?q=Fitness+Gym+Guides+Low-Equipment+Fitness+Routines+That+Still+Feel+Effective+Without+a+Gym+Membership,Worth Your Time,0.379
C0216,Budget-Friendly Food Spots Worth Trying This Week for Rainy Evenings,Food,Budget Meals,meal prep|quick meals|budget meals|cafes,Article,Curious,Deep,8,Medium,Morning,Hatfield,1,New,2025-12-22,92,61,91,"A deep read for students who want easy food choices. It uses meal prep, quick meals, budget meals, cafes to help you find a realistic meal option around time and budget.","Good when you have about 8 minutes, want something curious, and prefer a medium option.",Quick Bite Campus,See food idea,https://www.google.com/search?q=Food+Budget+Meals+Budget-Friendly+Food+Spots+Worth+Trying+This+Week+for+Rainy+Evenings,Quick Pick,0.744
C0217,Lifestyle Upgrades That Feel Small but Useful for Cleaner Daily Systems,Lifestyle,Fashion,lifestyle|room setup|student life|habits,Article,Relaxed,Light,7,Medium,Weekend,Online,0,New,2025-10-15,61,27,94,"A light read for students improving routines, spaces, and habits. It uses lifestyle, room setup, student life, habits to help you make everyday student life feel a little more intentional.","Good when you have about 7 minutes, want something relaxed, and prefer a medium option.",Student Life Edit,Read lifestyle pick,https://www.google.com/search?q=Lifestyle+Fashion+Lifestyle+Upgrades+That+Feel+Small+but+Useful+for+Cleaner+Daily+Systems,Quick Pick,0.567
C0218,Apps That Make Student Life Less Chaotic Without Paying Too Much,Tech,Digital Skills,apps|tools|gadgets|digital,Short Video,Motivated,Light,6,Free,Evening,Online,0,Recent,2026-01-01,67,66,74,"A light quick watch for students who want useful digital shortcuts. It uses apps, tools, gadgets, digital to help you find a practical tool before falling into app overload.","Good when you have about 6 minutes, want something motivated, and prefer a free option.",Useful Tech Shelf,Explore tool,https://www.google.com/search?q=Tech+Digital+Skills+Apps+That+Make+Student+Life+Less+Chaotic+Without+Paying+Too+Much,Quick Pick,0.52
C0219,Interesting Workshops and Meetups to Check Out for Social Weekends,Events,Workshops,events|things to do|social|weekend,Guide,Curious,Moderate,19,Medium,Morning,London,1,Evergreen,2026-02-27,53,95,74,"A moderate step-by-step guide for students who want social plans without endless searching. It uses events, things to do, social, weekend to help you discover something worth showing up for.","Good when you have about 19 minutes, want something curious, and prefer a medium option.",Campus Whatson,Check event details,https://www.google.com/search?q=Events+Workshops+Interesting+Workshops+and+Meetups+to+Check+Out+for+Social+Weekends,Worth Your Time,0.404
C0220,Low-Equipment Fitness Routines That Still Feel Effective on Restless Days,Fitness,Walking,walking|fitness|gym|stretching,Short Video,Energetic,Light,1,Medium,Weekend,Hatfield,1,New,2025-09-16,58,13,79,"A light quick watch for students who want simple, doable exercise. It uses walking, fitness, gym, stretching to help you fit movement around a student schedule.","Good when you have about 1 minutes, want something energetic, and prefer a medium option.",Small Wins Fitness,Start routine,https://www.google.com/search?q=Fitness+Walking+Low-Equipment+Fitness+Routines+That+Still+Feel+Effective+on+Restless+Days,Quick Pick,0.336
C0221,Late-Night Tracks for Quiet Study Sessions That Feel Fresh,Music,Lo-fi,lofi|party|focus music|playlist,Article,Calm,Moderate,6,Free,Afternoon,Hatfield,1,Evergreen,2025-09-29,67,19,78,"A moderate read for students who use music to focus, relax, or reset. It uses lofi, party, focus music, playlist to help you match the soundtrack to your current energy.","Good when you have about 6 minutes, want something calm, and prefer a free option.",Mood Mix Desk,Play this mix,https://www.google.com/search?q=Music+Lo-fi+Late-Night+Tracks+for+Quiet+Study+Sessions+That+Feel+Fresh,Quick Pick,0.49
C0222,7 Revision Habits That Actually Stick for Mid-Semester Pressure,Study,Exam Prep,notes|exam prep|students|focus,Short Video,Calm,Moderate,6,Medium,Morning,Online,0,New,2025-12-14,72,57,91,"A moderate quick watch for students balancing lectures, deadlines, and revision. It uses notes, exam prep, students, focus to help you turn a scattered study session into a focused next step.","Good when you have about 6 minutes, want something calm, and prefer a medium option.",Campus Study Hub,Open study guide,https://www.google.com/search?q=Study+Exam+Prep+7+Revision+Habits+That+Actually+Stick+for+Mid-Semester+Pressure,Quick Pick,0.667
C0223,Interesting Workshops and Meetups to Check Out Near Campus,Events,Social Activities,workshops|weekend|campus|things to do,Carousel,Curious,Light,2,High,Weekend,St Albans,1,Recent,2025-12-16,82,58,61,"A light swipeable checklist for students who want social plans without endless searching. It uses workshops, weekend, campus, things to do to help you discover something worth showing up for.","Good when you have about 2 minutes, want something curious, and prefer a high option.",Campus Whatson,Check event details,https://www.google.com/search?q=Events+Social+Activities+Interesting+Workshops+and+Meetups+to+Check+Out+Near+Campus,Quick Pick,0.348
C0224,Affordable City Plans for a Spontaneous Saturday for Weekend Plans,Travel,City Guides,explore|student travel|travel|cheap trips,Carousel,Excited,Light,6,Low,Late Night,Online,0,Evergreen,2026-01-01,19,66,88,"A light swipeable checklist for students looking for nearby things to do. It uses explore, student travel, travel, cheap trips to help you find a low-friction break from routine.","Good when you have about 6 minutes, want something excited, and prefer a low option.",Local Weekend Finder,Plan this trip,https://www.google.com/search?q=Travel+City+Guides+Affordable+City+Plans+for+a+Spontaneous+Saturday+for+Weekend+Plans,Quick Pick,0.596
C0225,Weekend Watch Picks That Actually Match the Mood This Weekend,Entertainment,Weekend Picks,shows|entertainment|fun|weekend watch,Short Video,Relaxed,Moderate,7,Free,Evening,Online,0,Recent,2026-03-06,40,98,75,"A moderate quick watch for students looking for a better study break. It uses shows, entertainment, fun, weekend watch to help you choose a break that will not swallow the whole evening.","Good when you have about 7 minutes, want something relaxed, and prefer a free option.",Study Break Queue,Open recommendation,https://www.google.com/search?q=Entertainment+Weekend+Picks+Weekend+Watch+Picks+That+Actually+Match+the+Mood+This+Weekend,Quick Pick,0.487
C0226,Student Snacks That Feel Better Than Instant Noodles on a Budget,Food,Quick Recipes,cheap eats|cafes|quick meals|meal prep,Article,Curious,Deep,6,Free,Morning,Remote,0,Recent,2025-12-08,43,54,58,"A deep read for students who want easy food choices. It uses cheap eats, cafes, quick meals, meal prep to help you find a realistic meal option around time and budget.","Good when you have about 6 minutes, want something curious, and prefer a free option.",Quick Bite Campus,See food idea,https://www.google.com/search?q=Food+Quick+Recipes+Student+Snacks+That+Feel+Better+Than+Instant+Noodles+on+a+Budget,Quick Pick,0.243
C0227,Mood Mixes for Productive Mornings for Quiet Mornings,Music,Party Playlists,music|playlist|mood|indie,Carousel,Relaxed,Light,8,Medium,Late Night,Hatfield,1,Recent,2026-01-26,74,79,86,"A light swipeable checklist for students who use music to focus, relax, or reset. It uses music, playlist, mood, indie to help you match the soundtrack to your current energy.","Good when you have about 8 minutes, want something relaxed, and prefer a medium option.",Mood Mix Desk,Play this mix,https://www.google.com/search?q=Music+Party+Playlists+Mood+Mixes+for+Productive+Mornings+for+Quiet+Mornings,Quick Pick,0.673
C0228,Affordable City Plans for a Spontaneous Saturday for Students,Travel,Day Trips,hidden gems|city guide|cheap trips|explore,Guide,Relaxed,Deep,20,Free,Weekend,Online,0,Recent,2026-01-03,54,67,49,"A deep step-by-step guide for students looking for nearby things to do. It uses hidden gems, city guide, cheap trips, explore to help you find a low-friction break from routine.","Good when you have about 20 minutes, want something relaxed, and prefer a free option.",Local Weekend Finder,Plan this trip,https://www.google.com/search?q=Travel+Day+Trips+Affordable+City+Plans+for+a+Spontaneous+Saturday+for+Students,Worth Your Time,0.297
C0229,How to Plan a Cheap One-Day Reset Trip from Hatfield,Travel,Weekend Trips,student travel|cheap trips|city guide|explore,Guide,Excited,Light,27,Low,Evening,Hatfield,1,New,2026-01-19,55,75,82,"A light step-by-step guide for students looking for nearby things to do. It uses student travel, cheap trips, city guide, explore to help you find a low-friction break from routine.","Good when you have about 27 minutes, want something excited, and prefer a low option.",Local Weekend Finder,Plan this trip,https://www.google.com/search?q=Travel+Weekend+Trips+How+to+Plan+a+Cheap+One-Day+Reset+Trip+from+Hatfield,Worth Your Time,0.6
C0230,Planning Systems That Work Across Study and Life for Better Consistency,Productivity,Apps,productivity|habits|time blocking|planning,Short Video,Focused,Moderate,4,Medium,Evening,Online,0,New,2026-03-10,38,100,80,"A moderate quick watch for students who want lighter systems that still work. It uses productivity, habits, time blocking, planning to help you make the next hour easier to plan and finish.","Good when you have about 4 minutes, want something focused, and prefer a medium option.",Focus Lab,Try the workflow,https://www.google.com/search?q=Productivity+Apps+Planning+Systems+That+Work+Across+Study+and+Life+for+Better+Consistency,Quick Pick,0.462
